中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,421 Mbps,53964 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,936 Mbps,119808 kB/s
132.226.31.178,443,2a09:bac5:60ed:183c::26a:2c,US,Los Angeles,隧道,17 ms,51 Mbps,6585 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,30 ms,120 Mbps,15360 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,65 ms,638 Mbps,81715 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,31 ms,25 Mbps,3219 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,1320 Mbps,168960 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,16 ms,0 Mbps,5 kB/s
35.230.79.26,443,34.168.0.3,US,Seattle,隧道,44 ms,596 Mbps,76390 kB/s
47.253.206.29,443,47.253.206.29,US,Ashburn,中转,64 ms,29 Mbps,3773 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,216 Mbps,27648 kB/s
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,52 ms,632 Mbps,80896 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,360 Mbps,46080 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,33 ms,336 Mbps,43008 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,26 ms,10 Mbps,1386 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,51 ms,45 Mbps,5774 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,82 ms,439 Mbps,56217 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,50 ms,404 Mbps,51712 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,17 ms,912 Mbps,116736 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,128 ms,48 Mbps,6151 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,150 ms,120 Mbps,15462 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,30 ms,624 Mbps,79872 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,74 ms,47 Mbps,6080 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,520 Mbps,66560 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,134 ms,352 Mbps,45056 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,32 ms,53 Mbps,6819 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,72 ms,34 Mbps,4358 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,412 Mbps,52736 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,162 ms,130 Mbps,16691 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,159 ms,154 Mbps,19763 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,141 ms,143 Mbps,18329 kB/s
143.47.185.89,443,2a0b:21c0:1007:1cb:0:7167:86be:6daa,DE,Frankfurt,隧道,136 ms,127 Mbps,16281 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,83 ms,44 Mbps,5658 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,123 Mbps,15769 kB/s
64.110.72.117,443,2607:a400:a:6b:0:e99:b9b8:66c4,US,Los Angeles,隧道,146 ms,115 Mbps,14745 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,56 ms,41 Mbps,5295 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,117 Mbps,15052 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,150 ms,112 Mbps,14438 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,146 ms,48 Mbps,6238 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,149 ms,192 Mbps,24678 kB/s
8.222.172.80,443,8.219.96.61,SG,Singapore,隧道,203 ms,95 Mbps,12185 kB/s
138.2.129.97,443,2a0b:21c0:100a:1fa:0:54b:c149:1341,DE,Frankfurt,隧道,150 ms,144 Mbps,18534 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,67 ms,19 Mbps,2474 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,148 ms,29 Mbps,3727 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,148 ms,138 Mbps,17715 kB/s
152.70.88.253,443,2607:a400:a:6b:0:ef92:c51a:9ca3,US,Los Angeles,隧道,162 ms,130 Mbps,16691 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,152 ms,45 Mbps,5885 kB/s
140.83.61.244,443,140.83.61.244,JP,Los Angeles,中转,193 ms,41 Mbps,5335 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,133 ms,135 Mbps,17305 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,190 ms,45 Mbps,5818 kB/s
8.219.255.225,443,8.219.96.61,SG,Singapore,隧道,188 ms,90 Mbps,11571 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,157 ms,6 Mbps,823 kB/s
8.219.55.112,443,47.236.58.234,SG,Singapore,隧道,180 ms,34 Mbps,4414 kB/s
47.245.82.41,443,8.222.222.65,SG,Singapore,隧道,207 ms,83 Mbps,10649 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,138 ms,126 Mbps,16179 kB/s
