中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,612 Mbps,78336 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,7 Mbps,971 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,73 Mbps,9432 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,46 ms,449 Mbps,57548 kB/s
35.230.79.26,443,35.212.173.150,US,Seattle,隧道,48 ms,431 Mbps,55193 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,52 ms,396 Mbps,50790 kB/s
129.146.46.164,443,129.146.46.164,US,272 Mbps,34816 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,389 Mbps,49868 kB/s
35.197.23.75,443,35.212.173.150,US,Seattle,隧道,49 ms,544 Mbps,69734 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,493 Mbps,63180 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,253 Mbps,32460 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,197 Mbps,25292 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,201 Mbps,25804 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,248 Mbps,31846 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,45 Mbps,5781 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,46 Mbps,5950 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,153 ms,40 Mbps,5232 kB/s
168.138.220.199,443,141.147.171.71,JP,Tokyo,隧道,145 ms,113 Mbps,14540 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,43 Mbps,5606 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,160 ms,41 Mbps,5252 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,140 Mbps,17920 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,35 Mbps,4486 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,34 Mbps,4468 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,207 ms,40 Mbps,5202 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,203 ms,2 Mbps,268 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,34 Mbps,4461 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,205 ms,38 Mbps,4886 kB/s
