中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,50 ms,606 Mbps,77619 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,40 ms,613 Mbps,78540 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,85 ms,440 Mbps,56320 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,12 ms,800 Mbps,102400 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,34 ms,239 Mbps,30617 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,41 ms,574 Mbps,73523 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,26 ms,1144 Mbps,146432 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,37 ms,49 Mbps,6332 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,157 ms,157 Mbps,20172 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,45 ms,530 Mbps,67891 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,23 ms,571 Mbps,73113 kB/s
143.47.245.250,443,2a0b:21c0:100a:1b1:0:183c:7da3:2697,DE,Frankfurt,隧道,158 ms,109 Mbps,14028 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,195 ms,80 Mbps,10342 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,174 ms,119 Mbps,15257 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,68 ms,42 Mbps,5456 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,42 ms,272 Mbps,34816 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,611 Mbps,78233 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,147 ms,108 Mbps,13824 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,208 ms,66 Mbps,8491 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,184 ms,10 Mbps,1391 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,23 ms,720 Mbps,92160 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,90 ms,8 Mbps,1128 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,181 ms,1 Mbps,241 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,158 ms,42 Mbps,5475 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,137 ms,43 Mbps,5505 kB/s
