中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,51 ms,520 Mbps,66560 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,39 ms,11 Mbps,1439 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,41 ms,1 Mbps,139 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,56 ms,468 Mbps,60006 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,480 Mbps,61440 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,58 ms,431 Mbps,55193 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,488 Mbps,62566 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,60 ms,482 Mbps,61747 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,162 Mbps,20787 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,42 Mbps,5467 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,127 ms,177 Mbps,22732 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,138 Mbps,17715 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,152 Mbps,19456 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,38 Mbps,4964 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,145 ms,39 Mbps,4999 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,124 ms,45 Mbps,5805 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,165 ms,41 Mbps,5305 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,206 ms,30 Mbps,3880 kB/s
