中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,40 ms,590 Mbps,75571 kB/s
129.146.46.164,443,129.146.46.164,US,365 Mbps,46796 kB/s
35.230.79.26,443,35.212.182.118,US,Seattle,隧道,55 ms,596 Mbps,76288 kB/s
35.197.23.75,443,35.212.182.118,US,Seattle,隧道,38 ms,564 Mbps,72192 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,325 Mbps,41676 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,31 ms,1072 Mbps,137216 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,587 Mbps,75161 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,492 Mbps,62976 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,47 ms,832 Mbps,106496 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,88 ms,353 Mbps,45260 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,64 ms,527 Mbps,67481 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,50 Mbps,6461 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,203 Mbps,26009 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,50 ms,47 Mbps,6108 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,128 ms,45 Mbps,5762 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,143 ms,181 Mbps,23244 kB/s
130.162.175.136,443,98.98.156.18,DE,Frankfurt,隧道,153 ms,72 Mbps,9288 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,125 ms,44 Mbps,5754 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,154 ms,144 Mbps,18432 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,117 ms,223 Mbps,28569 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,120 ms,47 Mbps,6070 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,143 ms,129 Mbps,16588 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,45 Mbps,5813 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,145 ms,121 Mbps,15564 kB/s
158.101.201.244,443,2a0b:21c0:1007:1cb:0:8386:2d65:e0d5,DE,Frankfurt,隧道,142 ms,152 Mbps,19558 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,156 ms,155 Mbps,19865 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,128 ms,159 Mbps,20377 kB/s
130.162.144.191,443,2a09:bac5:4736:1482::20b:49,KR,Seoul,隧道,152 ms,39 Mbps,5012 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,141 ms,44 Mbps,5637 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,183 ms,32 Mbps,4125 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,151 ms,40 Mbps,5148 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,151 ms,42 Mbps,5439 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,141 ms,212 Mbps,27136 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,154 ms,172 Mbps,22118 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,47 Mbps,6081 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,167 ms,40 Mbps,5152 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,151 ms,3 Mbps,507 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,164 ms,2 Mbps,299 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,199 ms,24 Mbps,3103 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,192 ms,2 Mbps,378 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,156 ms,126 Mbps,16179 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,257 ms,62 Mbps,7969 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,147 ms,36 Mbps,4613 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,159 ms,39 Mbps,5045 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,170 ms,43 Mbps,5546 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,267 ms,0 Mbps,31 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,269 ms,25 Mbps,3288 kB/s
