中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:76a0:e18::1bd:f8,US,Los Angeles,隧道,65 ms,72 Mbps,9329 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,99 ms,256 Mbps,32870 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,85 ms,420 Mbps,53862 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,220 Mbps,28160 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,250 Mbps,32051 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,281 Mbps,36044 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,94 Mbps,12083 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,542 Mbps,69427 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,15 ms,79 Mbps,10137 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,79 ms,309 Mbps,39628 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,12 ms,124 Mbps,15974 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,43 Mbps,5626 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,79 ms,344 Mbps,44134 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,58 ms,64 Mbps,8246 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,92 ms,306 Mbps,39219 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,36 ms,628 Mbps,80384 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,83 ms,296 Mbps,37888 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,11 ms,104 Mbps,13414 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,70 ms,296 Mbps,37990 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,413 Mbps,52940 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,236 Mbps,30208 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,56 ms,7 Mbps,959 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,83 ms,287 Mbps,36761 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,738 Mbps,94515 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,111 ms,10 Mbps,1349 kB/s
