中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,76 ms,378 Mbps,48435 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,268 Mbps,34406 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,76 ms,43 Mbps,5626 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,66 ms,48 Mbps,6261 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,630 Mbps,80691 kB/s
138.3.254.39,443,138.3.254.39,212 Mbps,27238 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,117 ms,211 Mbps,27033 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,29 ms,581 Mbps,74444 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,248 Mbps,31744 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,230 Mbps,29491 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,548 Mbps,70246 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,79 ms,325 Mbps,41676 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,294 Mbps,37683 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,311 Mbps,39833 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,73 ms,374 Mbps,47923 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:ea,US,Los Angeles,隧道,101 ms,82 Mbps,10547 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,15 ms,351 Mbps,44953 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,2 Mbps,334 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,118 ms,402 Mbps,51507 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,27 ms,70 Mbps,9031 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,73 ms,45 Mbps,5798 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,116 ms,182 Mbps,23347 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,76 ms,41 Mbps,5346 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,100 ms,304 Mbps,38912 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,103 ms,284 Mbps,36352 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,98 ms,41 Mbps,5303 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,204 Mbps,26112 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,103 ms,217 Mbps,27852 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,83 ms,338 Mbps,43315 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,111 Mbps,14233 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,123 ms,104 Mbps,13414 kB/s
158.101.206.253,443,2a0b:21c0:1007:ca:0:68e2:78f2:5da2,DE,Frankfurt,隧道,103 ms,252 Mbps,32358 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,104 ms,258 Mbps,33075 kB/s
144.22.252.124,443,144.22.252.124,BR,S
