中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,72 ms,47 Mbps,6062 kB/s
35.197.23.75,443,34.168.0.3,US,San Jose,隧道,54 ms,547 Mbps,70041 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,236 Mbps,30310 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,15 ms,796 Mbps,101990 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,203 Mbps,26009 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,24 ms,1152 Mbps,147456 kB/s
47.253.206.29,443,47.253.206.29,US,Ashburn,中转,39 ms,26 Mbps,3439 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,60 Mbps,7767 kB/s
34.82.76.253,443,34.82.87.23,US,San Jose,隧道,71 ms,562 Mbps,71987 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,369 Mbps,47308 kB/s
35.230.79.26,443,34.168.0.3,US,San Jose,隧道,59 ms,495 Mbps,63385 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,426 Mbps,54579 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,156 Mbps,19968 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,440 Mbps,56320 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,109 ms,43 Mbps,5616 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,112 ms,164 Mbps,21094 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,56 ms,140 Mbps,18022 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,198 Mbps,25395 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,110 ms,196 Mbps,25190 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,417 Mbps,53452 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,106 ms,204 Mbps,26112 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,60 ms,533 Mbps,68300 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,133 ms,199 Mbps,25497 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,52 Mbps,6680 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,210 Mbps,26931 kB/s
193.122.59.252,443,2606:f240:f00:2be4:0:d2b5:40e4:c93f,US,Frankfurt,隧道,112 ms,219 Mbps,28057 kB/s
143.47.191.93,443,98.98.166.174,US,Frankfurt,隧道,122 ms,122 Mbps,15667 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,130 ms,48 Mbps,6257 kB/s
129.159.25.226,443,2606:f240:f00:46c4:0:a4b:2e5e:bd2e,US,Frankfurt,隧道,111 ms,207 Mbps,26521 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,44 ms,523 Mbps,66969 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,113 ms,34 Mbps,4434 kB/s
47.88.24.237,443,47.88.24.237,US,San Jose,中转,59 ms,9 Mbps,1239 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,86 ms,403 Mbps,51609 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,84 ms,380 Mbps,48742 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,69 ms,49 Mbps,6308 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,156 ms,332 Mbps,42598 kB/s
