中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,737 Mbps,94412 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,541 Mbps,69324 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,502 Mbps,64307 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,51 ms,514 Mbps,65843 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,51 ms,438 Mbps,56115 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,493 Mbps,63180 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,50 ms,520 Mbps,66662 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,40 ms,1 Mbps,196 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,159 Mbps,20377 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,210 Mbps,26931 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,44 Mbps,5744 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,129 ms,163 Mbps,20889 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,139 ms,104 Mbps,13312 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,42 Mbps,5410 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,146 ms,40 Mbps,5219 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,37 Mbps,4772 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,206 ms,33 Mbps,4254 kB/s
8.219.88.129,443,8.219.142.198,SG,Singapore,隧道,212 ms,23 Mbps,2951 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,214 ms,10 Mbps,1342 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,43 Mbps,5619 kB/s
