中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,367 Mbps,47001 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,23 ms,872 Mbps,111616 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,27 ms,872 Mbps,111616 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,415 Mbps,53145 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,24 ms,912 Mbps,116736 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,49 ms,70 Mbps,9046 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:364,US,Los Angeles,隧道,25 ms,39 Mbps,5062 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,27 ms,2256 Mbps,288768 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,64 ms,368 Mbps,47104 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,53 ms,936 Mbps,119808 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,41 Mbps,5254 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,3 ms,30 Mbps,3917 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,676 Mbps,86630 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,95 ms,28 Mbps,3612 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,45 ms,33 Mbps,4240 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,39 ms,1536 Mbps,196608 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,105 ms,10 Mbps,1401 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,37 ms,54 Mbps,7016 kB/s
192.9.229.185,443,192.9.229.185,US,San Jose,中转,86 ms,1528 Mbps,195584 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,139 ms,24 Mbps,3081 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,27 ms,668 Mbps,85606 kB/s
144.21.37.27,443,2a0b:21c0:100a:1fa:0:ebb1:d702:53d2,DE,Frankfurt,隧道,159 ms,116 Mbps,14950 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,81 ms,454 Mbps,58163 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,129 ms,136 Mbps,17408 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,71 ms,146 Mbps,18739 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,103 Mbps,13209 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,108 Mbps,13824 kB/s
158.178.152.6,443,2a0b:21c0:1007:1c9:0:3776:2321:73b7,DE,Frankfurt,隧道,157 ms,92 Mbps,11776 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,153 ms,37 Mbps,4799 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,15 Mbps,1949 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,112 Mbps,14336 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,151 ms,108 Mbps,13926 kB/s
15.237.186.112,443,2a05:d012:808:1d00:59d:51f6:8bfe:252c,FR,Paris,隧道,152 ms,120 Mbps,15360 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,105 Mbps,13516 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,241 ms,105 Mbps,13516 kB/s
152.70.53.38,443,98.98.166.194,US,Frankfurt,隧道,224 ms,102 Mbps,13107 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,89 ms,47 Mbps,6086 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,146 ms,127 Mbps,16281 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,161 ms,115 Mbps,14745 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,129 Mbps,16588 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,168 Mbps,21606 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,137 ms,37 Mbps,4829 kB/s
144.24.76.59,443,144.24.76.59,KR,Seoul,中转,152 ms,49 Mbps,6385 kB/s
129.159.241.239,443,2606:f240:f00:dd8d:0:322a:3c8b:bb38,US,Frankfurt,隧道,219 ms,119 Mbps,15257 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,169 ms,3 Mbps,429 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,158 ms,112 Mbps,14336 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,129 ms,396 Mbps,50688 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,130 ms,43 Mbps,5538 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,139 ms,139 Mbps,17817 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,174 ms,43 Mbps,5560 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,150 ms,144 Mbps,18534 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,228 ms,116 Mbps,14848 kB/s
150.230.214.133,443,2602:ffe4:407:20da:0:ef01:adf5:a980,SG,Singapore,隧道,169 ms,95 Mbps,12185 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,168 ms,0 Mbps,64 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,158 ms,104 Mbps,13312 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,27 ms,7 Mbps,936 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,129 ms,130 Mbps,16691 kB/s
168.138.215.251,443,168.138.215.251,JP,Tokyo,中转,150 ms,39 Mbps,4992 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,234 ms,48 Mbps,6174 kB/s
130.162.181.139,443,2a0b:21c0:1007:cb:0:858d:92da:3303,DE,Frankfurt,隧道,156 ms,123 Mbps,15769 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,218 ms,75 Mbps,9691 kB/s
193.122.117.159,443,193.122.117.159,KR,Seoul,中转,131 ms,49 Mbps,6306 kB/s
158.101.142.100,443,158.101.142.100,JP,Tokyo,中转,151 ms,121 Mbps,15564 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,164 ms,34 Mbps,4352 kB/s
140.83.81.109,443,140.83.81.109,JP,Osaka,中转,157 ms,14 Mbps,1830 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,129 ms,144 Mbps,18432 kB/s
152.70.50.102,443,98.98.156.6,DE,Frankfurt,隧道,160 ms,100 Mbps,12800 kB/s
130.162.161.55,443,2a0b:21c0:100a:1b5:0:4b43:b5ec:a56f,DE,Frankfurt,隧道,156 ms,101 Mbps,13004 kB/s
168.138.209.31,443,2a09:bac1:3b60:138::16:1c1,JP,Tokyo,隧道,150 ms,32 Mbps,4220 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,175 ms,12 Mbps,1550 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,129 ms,46 Mbps,5891 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,382 ms,112 Mbps,14336 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,274 ms,10 Mbps,1348 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,150 ms,44 Mbps,5727 kB/s
129.150.51.134,443,129.150.51.134,SG,Singapore,中转,168 ms,100 Mbps,12902 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,147 ms,120 Mbps,15462 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,175 ms,48 Mbps,6263 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,150 ms,47 Mbps,6135 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,153 ms,0 Mbps,76 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,130 ms,111 Mbps,14233 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,212 ms,32 Mbps,4124 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,107 ms,0 Mbps,3 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,255 ms,36 Mbps,4655 kB/s
