中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,14 ms,769 Mbps,98508 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2048 Mbps,262144 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,338 Mbps,43315 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,31 ms,984 Mbps,125952 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,37 ms,361 Mbps,46284 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,40 ms,936 Mbps,119808 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,652 Mbps,83558 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,205 Mbps,26316 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,204 ms,38 Mbps,4991 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,373 Mbps,47820 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,178 ms,136 Mbps,17408 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,155 ms,11 Mbps,1481 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,30 ms,912 Mbps,116736 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,14 ms,790 Mbps,101171 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,108 ms,46 Mbps,5907 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,38 ms,572 Mbps,73216 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,23 ms,407 Mbps,52121 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,80 ms,25 Mbps,3294 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,81 ms,41 Mbps,5367 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,173 ms,48 Mbps,6173 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,1 ms,1296 Mbps,165888 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,141 ms,127 Mbps,16281 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,4 ms,912 Mbps,116736 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,68 ms,49 Mbps,6306 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,48 ms,298 Mbps,38195 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,41 ms,49 Mbps,6289 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,34 Mbps,4382 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,175 ms,119 Mbps,15257 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,190 ms,84 Mbps,10854 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,113 Mbps,14540 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,157 ms,36 Mbps,4688 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,147 ms,170 Mbps,21811 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,163 ms,120 Mbps,15462 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,190 ms,96 Mbps,12288 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,160 ms,109 Mbps,14028 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,148 ms,0 Mbps,119 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,120 Mbps,15360 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,190 ms,49 Mbps,6322 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,153 ms,27 Mbps,3543 kB/s
152.70.254.192,443,217.142.144.225,KR,Seoul,隧道,176 ms,142 Mbps,18227 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,166 ms,39 Mbps,5074 kB/s
129.80.240.73,443,2604:980:1003:ed:0:bb94:5912:f402,US,Ashburn,隧道,126 ms,199 Mbps,25497 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,181 ms,116 Mbps,14848 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,176 ms,2 Mbps,362 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,138 ms,133 Mbps,17100 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,166 ms,38 Mbps,4936 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::20b:8d,KR,Seoul,隧道,146 ms,39 Mbps,5024 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,200 ms,0 Mbps,8 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,139 ms,40 Mbps,5192 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,105 ms,31 Mbps,4033 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,148 ms,122 Mbps,15667 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,169 ms,37 Mbps,4785 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,181 ms,104 Mbps,13414 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,164 ms,15 Mbps,1988 kB/s
149.129.8.215,443,47.254.87.121,US,3 Mbps,494 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,197 ms,0 Mbps,87 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,210 ms,0 Mbps,7 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,163 ms,115 Mbps,14745 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,211 ms,41 Mbps,5323 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,79 ms,48 Mbps,6255 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,187 ms,120 Mbps,15462 kB/s
8.212.48.236,443,47.76.21.103,HK,Hong Kong,隧道,252 ms,68 Mbps,8750 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,201 ms,44 Mbps,5649 kB/s
144.22.252.124,443,144.22.252.124,BR,S
