中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,37 ms,796 Mbps,101990 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,54 ms,524 Mbps,67174 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,69 ms,502 Mbps,64307 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,85 ms,485 Mbps,62156 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,436 Mbps,55910 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,60 ms,350 Mbps,44851 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,46 ms,135 Mbps,17305 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,19 ms,1152 Mbps,147456 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,400 Mbps,51200 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,39 ms,6 Mbps,849 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,65 ms,84 Mbps,10752 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,24 ms,74 Mbps,9501 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,98 ms,447 Mbps,57241 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,62 Mbps,8003 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,148 ms,158 Mbps,20275 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,22 ms,79 Mbps,10137 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,46 Mbps,5899 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,232 Mbps,29798 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,29 ms,2 Mbps,318 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,165 Mbps,21196 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,116 ms,44 Mbps,5744 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,184 Mbps,23552 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,132 ms,177 Mbps,22732 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,74 ms,124 Mbps,15974 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,56 ms,46 Mbps,5952 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,56 ms,52 Mbps,6730 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,112 ms,38 Mbps,4972 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,218 ms,36 Mbps,4643 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,53 ms,425 Mbps,54476 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,125 Mbps,16076 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,218 Mbps,27955 kB/s
132.226.212.22,443,2a0b:21c0:100a:1b7:0:5b55:2340:5ee7,DE,Frankfurt,隧道,141 ms,107 Mbps,13721 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,122 ms,46 Mbps,5943 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,60 ms,49 Mbps,6355 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,112 ms,51 Mbps,6537 kB/s
130.162.222.122,443,2a0b:21c0:1007:1c7:0:b7b7:4d3d:5663,DE,Frankfurt,隧道,114 ms,185 Mbps,23756 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,122 ms,44 Mbps,5635 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,189 ms,100 Mbps,12902 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,164 Mbps,20992 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,145 ms,48 Mbps,6207 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,25 ms,30 Mbps,3889 kB/s
140.83.61.244,443,140.83.61.244,JP,Osaka,中转,223 ms,27 Mbps,3505 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,56 ms,568 Mbps,72704 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,220 ms,75 Mbps,9716 kB/s
141.148.239.240,443,98.98.166.170,US,Frankfurt,隧道,134 ms,115 Mbps,14745 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,68 ms,443 Mbps,56729 kB/s
143.47.235.204,443,2a0b:21c0:1007:1c8:0:834d:47ed:c0ec,DE,Frankfurt,隧道,122 ms,107 Mbps,13721 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,36 Mbps,4662 kB/s
8.222.210.233,443,47.236.1.53,SG,Singapore,隧道,217 ms,61 Mbps,7827 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,180 ms,88 Mbps,11264 kB/s
130.162.40.80,443,2606:f240:f00:83a7:0:44f1:5d34:6b24,US,Frankfurt,隧道,113 ms,164 Mbps,20992 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,227 ms,34 Mbps,4426 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,155 ms,144 Mbps,18432 kB/s
144.21.62.106,443,2606:f240:f00:6acf:0:64a5:5250:8bdb,US,Frankfurt,隧道,124 ms,226 Mbps,28979 kB/s
150.230.62.103,443,2603:c023:8:c6ee:e0a7:ed47:4a61:5473,JP,Osaka,隧道,216 ms,73 Mbps,9386 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,218 ms,2 Mbps,364 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,227 ms,72 Mbps,9230 kB/s
8.219.15.129,443,8.222.210.246,SG,Singapore,隧道,229 ms,74 Mbps,9592 kB/s
8.222.168.161,443,8.219.96.61,SG,Singapore,隧道,222 ms,68 Mbps,8815 kB/s
141.148.245.88,443,2a0b:21c0:100a:1b1:0:91a4:1d7:6688,DE,Frankfurt,隧道,131 ms,112 Mbps,14336 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,220 ms,35 Mbps,4553 kB/s
8.218.202.1,443,8.218.202.1,HK,Hong Kong,中转,250 ms,87 Mbps,11161 kB/s
130.162.144.191,443,2a09:bac1:3f00:90::20b:93,KR,Seoul,隧道,202 ms,33 Mbps,4274 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,226 ms,70 Mbps,9075 kB/s
8.222.149.213,443,47.245.125.52,SG,Singapore,隧道,224 ms,69 Mbps,8937 kB/s
8.222.143.175,443,8.222.210.246,SG,Singapore,隧道,239 ms,67 Mbps,8691 kB/s
8.212.48.236,443,47.76.21.95,HK,Hong Kong,隧道,263 ms,68 Mbps,8748 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,225 ms,35 Mbps,4486 kB/s
132.145.124.173,443,132.145.124.173,JP,Tokyo,中转,243 ms,30 Mbps,3900 kB/s
8.219.53.118,443,8.222.207.55,SG,Singapore,隧道,232 ms,70 Mbps,8985 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,213 ms,4 Mbps,545 kB/s
8.222.155.141,443,47.236.58.234,SG,Singapore,隧道,231 ms,72 Mbps,9322 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,188 ms,43 Mbps,5615 kB/s
8.219.64.58,443,8.222.210.246,SG,Singapore,隧道,261 ms,70 Mbps,8969 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,253 ms,47 Mbps,6059 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,253 ms,60 Mbps,7777 kB/s
8.212.44.95,443,47.76.21.93,HK,Hong Kong,隧道,242 ms,68 Mbps,8736 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,275 ms,84 Mbps,10752 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,205 ms,35 Mbps,4486 kB/s
8.219.214.94,443,47.236.1.53,SG,Singapore,隧道,250 ms,63 Mbps,8185 kB/s
8.222.222.97,443,8.219.96.61,SG,Singapore,隧道,211 ms,65 Mbps,8377 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,318 ms,41 Mbps,5253 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,243 ms,12 Mbps,1566 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,226 ms,76 Mbps,9773 kB/s
8.219.239.94,443,8.219.96.61,SG,Singapore,隧道,228 ms,66 Mbps,8467 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,270 ms,34 Mbps,4423 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,250 ms,99 Mbps,12697 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,64 ms,47 Mbps,6116 kB/s
152.70.48.138,443,2a0b:21c0:1007:c8:0:8ba:5d75:ffb1,DE,Frankfurt,隧道,155 ms,190 Mbps,24371 kB/s
144.21.43.44,443,2a0b:21c0:100a:1b6:0:a493:7a1b:2680,DE,Frankfurt,隧道,171 ms,198 Mbps,25395 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,65 ms,72 Mbps,9248 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,36 ms,356 Mbps,45568 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,147 ms,41 Mbps,5250 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,46 ms,442 Mbps,56627 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,153 ms,106 Mbps,13619 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,134 ms,31 Mbps,4012 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,221 ms,42 Mbps,5407 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,86 ms,384 Mbps,49152 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,218 ms,78 Mbps,10035 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,89 ms,182 Mbps,23347 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,145 ms,188 Mbps,24064 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,62 ms,47 Mbps,6091 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,81 ms,0 Mbps,22 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,249 ms,37 Mbps,4755 kB/s
129.159.194.238,443,2606:f240:f00:eaf1:0:f80:49e7:68ec,US,Frankfurt,隧道,147 ms,204 Mbps,26214 kB/s
8.219.110.147,443,47.236.1.53,SG,Singapore,隧道,226 ms,66 Mbps,8497 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,138 ms,146 Mbps,18739 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,155 ms,43 Mbps,5631 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,67 ms,573 Mbps,73420 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,267 ms,29 Mbps,3716 kB/s
144.24.160.216,443,2a0b:21c0:1007:1c9:0:91c9:1be2:1374,DE,Frankfurt,隧道,162 ms,205 Mbps,26316 kB/s
8.219.212.246,443,47.236.51.143,SG,Singapore,隧道,249 ms,73 Mbps,9365 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,241 ms,72 Mbps,9249 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,214 ms,35 Mbps,4502 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,63 ms,387 Mbps,49561 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,80 ms,0 Mbps,56 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,67 ms,360 Mbps,46080 kB/s
8.222.243.174,443,8.222.207.55,SG,Singapore,隧道,243 ms,70 Mbps,8993 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,137 ms,116 Mbps,14950 kB/s
141.148.220.141,443,2a09:bac5:3afc:1aa0::2a7:79,IN,Mumbai,隧道,248 ms,29 Mbps,3772 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,111 ms,46 Mbps,5964 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,175 ms,9 Mbps,1160 kB/s
141.147.13.209,443,2a0b:21c0:100a:1b0:0:883c:1cc7:f458,DE,Frankfurt,隧道,136 ms,108 Mbps,13926 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,236 ms,55 Mbps,7090 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,136 ms,23 Mbps,3052 kB/s
47.57.245.232,443,47.89.249.212,US,San Jose,隧道,283 ms,0 Mbps,30 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,191 ms,37 Mbps,4847 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,230 ms,17 Mbps,2276 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,135 ms,183 Mbps,23449 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,116 ms,10 Mbps,1400 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,205 ms,39 Mbps,5088 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,41 Mbps,5268 kB/s
138.2.9.253,443,128.14.110.204,SG,Singapore,隧道,239 ms,61 Mbps,7884 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,271 ms,75 Mbps,9686 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,227 ms,80 Mbps,10342 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,216 ms,35 Mbps,4553 kB/s
138.2.180.28,443,2606:f240:f00:2be4:0:a313:420a:2f53,US,Frankfurt,隧道,118 ms,174 Mbps,22323 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,242 ms,1 Mbps,128 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,236 ms,58 Mbps,7447 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,177 ms,95 Mbps,12185 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,176 ms,89 Mbps,11468 kB/s
8.219.174.131,443,47.245.84.175,SG,Singapore,隧道,247 ms,32 Mbps,4150 kB/s
8.222.148.165,443,8.219.142.198,SG,Singapore,隧道,222 ms,47 Mbps,6046 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,242 ms,41 Mbps,5266 kB/s
8.219.84.16,443,47.236.51.143,SG,Singapore,隧道,246 ms,70 Mbps,8979 kB/s
8.219.10.141,443,47.236.58.234,SG,Singapore,隧道,236 ms,71 Mbps,9130 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,289 ms,11 Mbps,1413 kB/s
146.56.182.89,443,128.14.104.155,SG,Singapore,隧道,294 ms,54 Mbps,7038 kB/s
8.222.68.129,443,8.216.92.214,JP,Tokyo,隧道,243 ms,6 Mbps,864 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,318 ms,91 Mbps,11673 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,229 ms,1 Mbps,235 kB/s
8.222.69.185,443,8.216.92.214,JP,Tokyo,隧道,226 ms,13 Mbps,1781 kB/s
