中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,612 Mbps,78438 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,70 ms,394 Mbps,50483 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,68 ms,354 Mbps,45363 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,288 Mbps,36966 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,285 Mbps,36556 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,352 Mbps,45158 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,94 ms,375 Mbps,48025 kB/s
141.147.117.4,443,2606:f240:f00:5a42:0:ed74:179f:b2c9,DE,Frankfurt,隧道,98 ms,248 Mbps,31744 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,46 Mbps,5902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,228 Mbps,29184 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,44 Mbps,5740 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,45 Mbps,5871 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,220 Mbps,28160 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,264 Mbps,33894 kB/s
129.146.46.164,443,129.146.46.164,US,Melbourne,中转,216 ms,41 Mbps,5299 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,37 Mbps,4804 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,218 ms,32 Mbps,4172 kB/s
3.112.21.102,443,3.112.21.102,JP,Singapore,中转,160 ms,100 Mbps,12800 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,235 ms,10 Mbps,1323 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,42 Mbps,5467 kB/s
158.180.89.154,443,2602:ffe4:407:20d9:0:400:b01e:bdf0,SG,Singapore,隧道,245 ms,49 Mbps,6336 kB/s
168.138.46.67,443,168.138.46.67,JP,Singapore,中转,168 ms,38 Mbps,4916 kB/s
64.110.104.30,443,64.110.104.30,JP,Seattle,中转,174 ms,43 Mbps,5505 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,200 ms,15 Mbps,1973 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,218 ms,3 Mbps,450 kB/s
184.169.181.217,443,184.169.181.217,US,Melbourne,中转,59 ms,126 Mbps,16179 kB/s
129.159.84.71,443,129.159.84.71,US,Riga,中转,0 ms,0 Mbps,66 kB/s
