中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1104 Mbps,141312 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,38 ms,613 Mbps,78540 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,42 ms,573 Mbps,73420 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,587 Mbps,75161 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,797 Mbps,102092 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,365 Mbps,46796 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,507 Mbps,64921 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,56 ms,420 Mbps,53760 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,36 ms,600 Mbps,76800 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,52 ms,369 Mbps,47308 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,37 Mbps,4750 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,121 ms,38 Mbps,4979 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,42 Mbps,5455 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,120 Mbps,15360 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,187 Mbps,23961 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,39 Mbps,5100 kB/s
193.123.37.219,443,2a0b:21c0:100a:1b3:0:d15c:d755:bc11,DE,Frankfurt,隧道,147 ms,67 Mbps,8627 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,129 Mbps,16588 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,154 ms,35 Mbps,4506 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,156 ms,136 Mbps,17408 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,147 ms,121 Mbps,15564 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,155 ms,49 Mbps,6335 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,137 ms,49 Mbps,6320 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,178 Mbps,22835 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,155 ms,146 Mbps,18739 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,173 ms,3 Mbps,502 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,160 ms,1 Mbps,233 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,273 ms,0 Mbps,10 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,163 ms,0 Mbps,8 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,1194 ms,36 Mbps,4726 kB/s
