中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,1176 Mbps,150528 kB/s
35.230.79.26,443,34.82.236.30,US,Salt Lake City,隧道,49 ms,532 Mbps,68096 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,77 ms,456 Mbps,58368 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,706 Mbps,90419 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,12 ms,774 Mbps,99123 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,414 Mbps,53043 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,78 ms,1 Mbps,178 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,47 Mbps,6102 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,300 Mbps,38502 kB/s
34.82.76.253,443,34.82.87.23,US,Salt Lake City,隧道,65 ms,516 Mbps,66150 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,59 ms,345 Mbps,44236 kB/s
35.197.23.75,443,34.82.236.30,US,Salt Lake City,隧道,56 ms,512 Mbps,65536 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,478 Mbps,61235 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,65 ms,320 Mbps,40960 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,100 Mbps,12800 kB/s
144.21.35.5,443,98.98.156.34,DE,Frankfurt,隧道,133 ms,186 Mbps,23859 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,114 ms,198 Mbps,25395 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,212 Mbps,27136 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,490 Mbps,62771 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,62 ms,46 Mbps,5956 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,59 ms,403 Mbps,51609 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,69 ms,395 Mbps,50585 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,108 ms,32 Mbps,4114 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,29 ms,56 Mbps,7227 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,21 ms,54 Mbps,6942 kB/s
130.61.39.13,443,2603:c020:801c:9969:5536:e049:b1aa:bdf2,DE,Frankfurt,隧道,124 ms,164 Mbps,20992 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,253 Mbps,32460 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,152 Mbps,19558 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,106 ms,203 Mbps,26009 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,200 Mbps,25702 kB/s
141.148.233.185,443,2a0b:21c0:1007:c9:0:4ca7:ae89:6469,DE,Frankfurt,隧道,123 ms,195 Mbps,24985 kB/s
192.9.158.188,443,2a09:bac5:6444:28::4:22f,US,San Jose,隧道,65 ms,218 Mbps,27955 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,131 ms,176 Mbps,22528 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,58 ms,115 Mbps,14745 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,56 ms,48 Mbps,6235 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,54 ms,437 Mbps,56012 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,120 ms,40 Mbps,5138 kB/s
141.147.107.52,443,2606:f240:f00:a683:0:9c1c:4276:fdc9,US,Frankfurt,隧道,129 ms,216 Mbps,27750 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,123 ms,180 Mbps,23142 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,168 ms,100 Mbps,12800 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,27 ms,32 Mbps,4154 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,128 ms,43 Mbps,5582 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,194 ms,128 Mbps,16486 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,181 ms,92 Mbps,11878 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,131 ms,49 Mbps,6308 kB/s
152.67.142.211,443,2a0b:21c0:100a:1fa:0:acf:d082:5668,DE,Frankfurt,隧道,119 ms,108 Mbps,13926 kB/s
158.101.220.201,443,2a0b:21c0:1007:c7:0:fce0:12d5:bc9f,DE,Frankfurt,隧道,135 ms,177 Mbps,22732 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,118 ms,192 Mbps,24576 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,223 ms,3 Mbps,470 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,104 ms,43 Mbps,5541 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,179 ms,96 Mbps,12288 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,182 ms,68 Mbps,8717 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,186 ms,61 Mbps,7850 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,197 ms,75 Mbps,9606 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,205 ms,92 Mbps,11776 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,190 ms,73 Mbps,9346 kB/s
141.148.238.161,443,2a0b:21c0:1007:1cb:0:484f:9522:b4ea,DE,Frankfurt,隧道,120 ms,140 Mbps,17920 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,334 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,223 ms,37 Mbps,4755 kB/s
8.219.135.74,443,8.219.96.61,SG,Singapore,隧道,261 ms,53 Mbps,6785 kB/s
141.147.116.180,443,98.98.156.22,DE,Frankfurt,隧道,116 ms,186 Mbps,23859 kB/s
8.219.101.43,443,8.222.220.238,SG,Singapore,隧道,265 ms,49 Mbps,6309 kB/s
8.222.165.89,443,8.222.207.55,SG,Singapore,隧道,277 ms,49 Mbps,6359 kB/s
8.222.219.115,443,8.219.142.198,SG,Singapore,隧道,273 ms,49 Mbps,6368 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,190 ms,38 Mbps,4892 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,245 ms,31 Mbps,4019 kB/s
8.219.149.173,443,8.222.210.246,SG,Singapore,隧道,296 ms,46 Mbps,5892 kB/s
8.219.120.232,443,8.219.142.198,SG,Singapore,隧道,295 ms,47 Mbps,6057 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,199 ms,33 Mbps,4268 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,248 ms,51 Mbps,6564 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,231 ms,75 Mbps,9688 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,196 ms,43 Mbps,5572 kB/s
152.69.224.39,443,128.14.110.206,SG,Singapore,隧道,227 ms,68 Mbps,8707 kB/s
8.222.201.30,443,8.222.236.107,SG,Singapore,隧道,272 ms,52 Mbps,6750 kB/s
8.222.230.18,443,8.222.220.238,SG,Singapore,隧道,258 ms,52 Mbps,6740 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,258 ms,33 Mbps,4314 kB/s
8.222.130.169,443,8.222.222.65,SG,Singapore,隧道,299 ms,53 Mbps,6789 kB/s
8.219.69.208,443,8.219.96.61,SG,Singapore,隧道,274 ms,52 Mbps,6720 kB/s
8.219.54.201,443,47.236.58.234,SG,Singapore,隧道,251 ms,38 Mbps,4940 kB/s
8.219.244.61,443,47.245.84.175,SG,Singapore,隧道,271 ms,49 Mbps,6324 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,347 ms,36 Mbps,4682 kB/s
141.148.220.141,443,141.148.220.141,IN,Mumbai,中转,214 ms,35 Mbps,4575 kB/s
8.219.156.195,443,47.236.51.143,SG,Singapore,隧道,266 ms,49 Mbps,6356 kB/s
8.222.242.178,443,8.222.222.65,SG,Singapore,隧道,261 ms,49 Mbps,6289 kB/s
47.245.102.218,443,47.236.51.143,SG,Singapore,隧道,263 ms,46 Mbps,6013 kB/s
8.222.221.226,443,8.222.222.65,SG,Singapore,隧道,264 ms,53 Mbps,6857 kB/s
8.219.129.221,443,47.236.1.53,SG,Singapore,隧道,270 ms,53 Mbps,6808 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,287 ms,31 Mbps,3982 kB/s
8.219.15.163,443,8.222.210.246,SG,Singapore,隧道,280 ms,53 Mbps,6858 kB/s
132.226.31.178,443,2a09:bac5:60ec:78::c:3a4,US,Los Angeles,隧道,83 ms,49 Mbps,6375 kB/s
8.222.159.61,443,47.236.51.143,SG,Singapore,隧道,275 ms,47 Mbps,6091 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,144 ms,39 Mbps,5020 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,84 ms,47 Mbps,6031 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,140 ms,22 Mbps,2843 kB/s
8.219.88.118,443,8.219.142.198,SG,Singapore,隧道,272 ms,56 Mbps,7248 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,78 ms,408 Mbps,52224 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,297 ms,29 Mbps,3817 kB/s
