中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,84 Mbps,10752 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,89 ms,365 Mbps,46796 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,87 ms,141 Mbps,18124 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,305 Mbps,39116 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,210 Mbps,26931 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,67 Mbps,8658 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,436 Mbps,55808 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,220 Mbps,28160 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,40 Mbps,5238 kB/s
35.197.23.75,443,35.212.196.48,US,Seattle,隧道,73 ms,338 Mbps,43315 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26b:67,US,Los Angeles,隧道,69 ms,75 Mbps,9727 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,86 ms,364 Mbps,46592 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,90 ms,248 Mbps,31744 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,99 ms,3 Mbps,447 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,23 ms,686 Mbps,87859 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,261 Mbps,33484 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,217 Mbps,27852 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,270 Mbps,34611 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,584 Mbps,74854 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,66 ms,45 Mbps,5779 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,325 Mbps,41676 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,107 ms,101 Mbps,13004 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,80 ms,323 Mbps,41369 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,100 ms,309 Mbps,39628 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,94 ms,239 Mbps,30617 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,108 ms,48 Mbps,6164 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,51 Mbps,6590 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,92 ms,43 Mbps,5508 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,68 ms,327 Mbps,41881 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,49 Mbps,6347 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,128 ms,167 Mbps,21401 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,88 ms,224 Mbps,28774 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,198 ms,127 Mbps,16281 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,49 Mbps,6367 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,92 ms,46 Mbps,5902 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,105 ms,49 Mbps,6286 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,217 ms,133 Mbps,17100 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,210 ms,80 Mbps,10240 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,213 ms,89 Mbps,11468 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,204 ms,84 Mbps,10752 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:43,KR,Seoul,隧道,203 ms,37 Mbps,4754 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,221 ms,74 Mbps,9590 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,35 Mbps,4604 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,32 Mbps,4218 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,246 ms,2 Mbps,301 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,210 ms,93 Mbps,11980 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,270 ms,10 Mbps,1332 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,238 ms,84 Mbps,10854 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,247 ms,31 Mbps,4051 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,252 ms,56 Mbps,7195 kB/s
