中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,551 Mbps,70553 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,421 Mbps,53964 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,23 ms,73 Mbps,9422 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::26b:1b,US,Los Angeles,隧道,71 ms,64 Mbps,8216 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,298 Mbps,38195 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,29 ms,696 Mbps,89190 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,70 ms,379 Mbps,48537 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,7 Mbps,953 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,76 ms,380 Mbps,48742 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,238 Mbps,30515 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,292 Mbps,37478 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,665 Mbps,85196 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,301 Mbps,38604 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,105 ms,227 Mbps,29081 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,239 Mbps,30617 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,8 ms,70 Mbps,9068 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,252 Mbps,32256 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,96 ms,285 Mbps,36556 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,228 Mbps,29184 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,86 ms,26 Mbps,3356 kB/s
138.3.254.39,443,138.3.254.39,224 Mbps,28774 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,49 Mbps,6278 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,97 ms,244 Mbps,31232 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,14 ms,1616 Mbps,206848 kB/s
192.9.158.188,443,2a09:bac5:6442:1246::1d2:83,US,San Jose,隧道,87 ms,158 Mbps,20275 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,115 ms,73 Mbps,9455 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,82 ms,47 Mbps,6069 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,188 ms,81 Mbps,10444 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,28 ms,34 Mbps,4443 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,80 ms,19 Mbps,2527 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,67 ms,397 Mbps,50892 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,81 ms,44 Mbps,5746 kB/s
138.2.191.129,443,2606:f240:f00:83a7:0:6c97:95d9:9dd8,US,Frankfurt,隧道,106 ms,242 Mbps,31027 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,177 ms,123 Mbps,15769 kB/s
141.148.237.209,443,2606:f240:f00:5a42:0:d9c3:a151:5db9,US,Frankfurt,隧道,110 ms,224 Mbps,28774 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,73 ms,47 Mbps,6076 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,88 ms,40 Mbps,5120 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,226 ms,3 Mbps,431 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,94 ms,45 Mbps,5874 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,83 ms,242 Mbps,31027 kB/s
150.230.251.149,443,2602:ffe4:407:21d9:0:25cd:4aa6:bc2d,SG,Singapore,隧道,251 ms,55 Mbps,7141 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,188 ms,92 Mbps,11878 kB/s
130.162.177.192,443,2606:f240:f00:5a42:0:c9c9:c26e:9974,US,Frankfurt,隧道,100 ms,140 Mbps,18022 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,244 ms,59 Mbps,7627 kB/s
158.101.214.236,443,2a0b:21c0:1007:cb:0:e24d:8030:b312,DE,Frankfurt,隧道,93 ms,241 Mbps,30924 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,215 ms,54 Mbps,7002 kB/s
8.222.223.35,443,47.245.125.52,SG,Singapore,隧道,259 ms,51 Mbps,6611 kB/s
132.226.31.178,443,2a09:bac5:60eb:1846::26b:81,US,Los Angeles,隧道,68 ms,38 Mbps,4974 kB/s
