中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,3 ms,372 Mbps,47616 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,1920 Mbps,245760 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,20 ms,469 Mbps,60108 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,18 ms,670 Mbps,85811 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,338 Mbps,43315 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,17 ms,455 Mbps,58265 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,68 ms,7 Mbps,919 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,158 ms,132 Mbps,16896 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,126 ms,27 Mbps,3560 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,216 Mbps,27648 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,46 Mbps,5994 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,15 Mbps,1999 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,173 ms,44 Mbps,5741 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,94 ms,378 Mbps,48435 kB/s
193.123.34.7,443,2606:f240:f00:dd8d:0:3a1f:48d8:4cde,DE,Frankfurt,隧道,165 ms,119 Mbps,15257 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,189 ms,3 Mbps,431 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,18 Mbps,2331 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,20 Mbps,2683 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,182 ms,127 Mbps,16281 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,161 ms,41 Mbps,5320 kB/s
146.56.146.67,443,2602:ffe4:407:20da:0:ff11:eebf:3b0e,SG,Singapore,隧道,355 ms,23 Mbps,3017 kB/s
