中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,776 Mbps,99328 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,404 Mbps,51712 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,60 ms,325 Mbps,41676 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,416 Mbps,53248 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,49 ms,516 Mbps,66150 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,396 Mbps,50688 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,550 Mbps,70451 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,54 ms,529 Mbps,67788 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,188 Mbps,24166 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,464 Mbps,59494 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,47 Mbps,6046 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,242 Mbps,31027 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,200 Mbps,25600 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,44 Mbps,5717 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,43 Mbps,5613 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,145 Mbps,18636 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,42 Mbps,5495 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,93 ms,0 Mbps,54 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,160 ms,40 Mbps,5247 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,39 Mbps,5028 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,250 ms,33 Mbps,4303 kB/s
8.219.171.140,443,8.219.69.217,SG,Singapore,隧道,222 ms,62 Mbps,8033 kB/s
