中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60e9:1846::26b:50,US,Los Angeles,隧道,69 ms,60 Mbps,7769 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,24 ms,80 Mbps,10240 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,2 ms,832 Mbps,106496 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,94 ms,39 Mbps,5074 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,11 ms,1680 Mbps,215040 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,95 ms,332 Mbps,42496 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,717 Mbps,91852 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,14 ms,93 Mbps,11980 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,88 ms,254 Mbps,32563 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,228 Mbps,29184 kB/s
152.70.63.131,443,2a0b:21c0:100a:1fa:0:f012:a920:1be8,DE,Frankfurt,隧道,91 ms,220 Mbps,28262 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,356 Mbps,45568 kB/s
35.197.23.75,443,35.212.151.84,US,Seattle,隧道,71 ms,284 Mbps,36352 kB/s
143.47.182.90,443,98.98.156.26,DE,Frankfurt,隧道,98 ms,235 Mbps,30105 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,4 ms,1632 Mbps,208896 kB/s
34.82.76.253,443,34.127.98.139,US,Seattle,隧道,83 ms,363 Mbps,46489 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,252 Mbps,32256 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,242 Mbps,31027 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,294 Mbps,37683 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,44 Mbps,5661 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,93 ms,321 Mbps,41164 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,81 ms,228 Mbps,29184 kB/s
35.230.79.26,443,35.212.151.84,US,Seattle,隧道,82 ms,367 Mbps,47001 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,118 Mbps,15155 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,38 Mbps,4883 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,100 ms,201 Mbps,25804 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,178 ms,41 Mbps,5254 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,107 ms,45 Mbps,5798 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,43 Mbps,5623 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,103 ms,39 Mbps,5002 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:9dd1:ec7f:c69a,DE,Frankfurt,隧道,124 ms,123 Mbps,15769 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,38 Mbps,4889 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,240 ms,2 Mbps,297 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,206 ms,79 Mbps,10137 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,213 ms,72 Mbps,9342 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,190 ms,128 Mbps,16384 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,210 ms,112 Mbps,14438 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,24 Mbps,3086 kB/s
130.162.144.191,443,2a09:bac1:3f40::22:97,KR,Seoul,隧道,194 ms,31 Mbps,4056 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:110,KR,Seoul,隧道,241 ms,79 Mbps,10137 kB/s
8.219.137.50,443,47.236.58.234,SG,Singapore,隧道,250 ms,61 Mbps,7866 kB/s
