中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,808 Mbps,103424 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,58 ms,296 Mbps,37888 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,32 ms,5 Mbps,719 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,48 ms,497 Mbps,63692 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,472 Mbps,60416 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,53 ms,520 Mbps,66662 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,424 Mbps,54374 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,51 ms,370 Mbps,47411 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,54 ms,502 Mbps,64307 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,204 Mbps,26112 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,50 ms,502 Mbps,64307 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,213 Mbps,27340 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,47 Mbps,6050 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,43 Mbps,5579 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,105 ms,200 Mbps,25600 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,162 Mbps,20787 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,38 Mbps,4869 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,162 ms,141 Mbps,18124 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,115 ms,39 Mbps,5077 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,37 Mbps,4825 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,226 ms,32 Mbps,4184 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,69 Mbps,8885 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,220 ms,27 Mbps,3526 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,163 ms,43 Mbps,5615 kB/s
