中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,59 ms,250 Mbps,32051 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,54 ms,478 Mbps,61235 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,52 ms,637 Mbps,81612 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,58 ms,495 Mbps,63385 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,347 Mbps,44441 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,24 ms,80 Mbps,10240 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,49 ms,472 Mbps,60518 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,30 ms,146 Mbps,18739 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,27 ms,1136 Mbps,145408 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,732 Mbps,93696 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,332 Mbps,42496 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,416 Mbps,53248 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,691 Mbps,88473 kB/s
152.70.52.84,443,2a0b:21c0:1007:1cb:0:443d:4b18:d0,DE,Frankfurt,隧道,112 ms,198 Mbps,25395 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,440 Mbps,56422 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,118 ms,46 Mbps,6006 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,44 Mbps,5644 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,126 Mbps,16179 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,61 ms,256 Mbps,32768 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,118 ms,248 Mbps,31744 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,189 Mbps,24268 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,57 ms,49 Mbps,6355 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,219 Mbps,28057 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,158 Mbps,20275 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,111 ms,38 Mbps,4951 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,40 Mbps,5196 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,44 Mbps,5637 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,179 Mbps,22937 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,149 ms,42 Mbps,5407 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,29 Mbps,3747 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,162 ms,167 Mbps,21401 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:4004:4de5:6aa,DE,Frankfurt,隧道,107 ms,222 Mbps,28467 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,47 Mbps,6023 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,171 ms,182 Mbps,23347 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,177 ms,84 Mbps,10854 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,180 ms,101 Mbps,13004 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,40 Mbps,5123 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,38 Mbps,4880 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,198 ms,39 Mbps,5113 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,41 Mbps,5361 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:7a,KR,Seoul,隧道,189 ms,37 Mbps,4806 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,232 ms,2 Mbps,317 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,2 Mbps,300 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,237 ms,10 Mbps,1301 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,247 ms,66 Mbps,8560 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,204 ms,3 Mbps,511 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,175 ms,25 Mbps,3283 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,233 ms,29 Mbps,3717 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,270 ms,48 Mbps,6268 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,214 ms,23 Mbps,2993 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,216 ms,0 Mbps,13 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,206 ms,1 Mbps,149 kB/s
