中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,956 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,291 Mbps,37273 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,389 Mbps,49868 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,57 Mbps,7382 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,60 ms,240 Mbps,30822 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,420 Mbps,53862 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,49 ms,511 Mbps,65433 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,544 Mbps,69734 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,388 Mbps,49766 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,49 ms,461 Mbps,59084 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,66 ms,397 Mbps,50892 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,60 ms,392 Mbps,50176 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,208 Mbps,26726 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,58 ms,524 Mbps,67072 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,468 Mbps,60006 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,47 Mbps,6028 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,200 Mbps,25600 kB/s
132.226.134.15,443,163.123.193.7,DE,Frankfurt,隧道,110 ms,190 Mbps,24371 kB/s
158.178.154.78,443,158.178.154.78,NL,Amsterdam,中转,106 ms,192 Mbps,24576 kB/s
152.70.55.39,443,2606:f240:f00:2be4:0:3216:60cc:e68f,US,Frankfurt,隧道,110 ms,172 Mbps,22016 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,219 Mbps,28057 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,46 Mbps,5955 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,45 Mbps,5857 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,153 ms,42 Mbps,5502 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,189 ms,40 Mbps,5179 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,187 ms,37 Mbps,4762 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,193 ms,39 Mbps,4998 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,154 ms,129 Mbps,16588 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,209 ms,35 Mbps,4516 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,232 ms,7 Mbps,932 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,209 ms,0 Mbps,9 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,213 ms,15 Mbps,1952 kB/s
