中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,63 Mbps,8137 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,55 ms,557 Mbps,71372 kB/s
47.253.223.200,443,47.253.223.200,US,Ashburn,中转,8 ms,8 Mbps,1065 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,597 Mbps,76492 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,278 Mbps,35635 kB/s
143.47.188.53,443,2a0b:21c0:100a:1b3:0:da1f:ad9d:4daf,DE,Frankfurt,隧道,97 ms,224 Mbps,28672 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,268 Mbps,34304 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,115 ms,173 Mbps,22220 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,19 Mbps,2452 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,113 ms,150 Mbps,19251 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,179 Mbps,22937 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,104 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,376 Mbps,48230 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,250 Mbps,32051 kB/s
144.24.178.230,443,98.98.166.202,US,Frankfurt,隧道,103 ms,200 Mbps,25600 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,621 Mbps,79564 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,35 Mbps,4567 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,87 ms,336 Mbps,43008 kB/s
144.24.180.180,443,2a0b:21c0:1007:1ca:0:8525:fc13:3dff,DE,Frankfurt,隧道,95 ms,212 Mbps,27238 kB/s
47.253.100.59,443,47.253.100.59,US,Ashburn,中转,8 ms,278 Mbps,35635 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,35 ms,60 Mbps,7730 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,74 ms,378 Mbps,48435 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,84 ms,42 Mbps,5477 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,80 ms,8 Mbps,1115 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,128 ms,222 Mbps,28467 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,238 Mbps,30515 kB/s
141.148.234.216,443,2a0b:21c0:100a:1b0:0:6272:95ec:333d,DE,Frankfurt,隧道,119 ms,253 Mbps,32460 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,10 ms,154 Mbps,19763 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,231 Mbps,29593 kB/s
192.9.138.241,443,192.9.138.241,,San Jose,中转,0 ms,306 Mbps,39219 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,84 ms,338 Mbps,43315 kB/s
129.146.7.98,443,2a09:bac5:60ee:1846::26b:7c,US,Los Angeles,隧道,75 ms,80 Mbps,10342 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,314 Mbps,40243 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,78 ms,44 Mbps,5714 kB/s
141.144.195.117,443,2606:f240:f00:83a7:0:f193:f420:12c4,US,Frankfurt,隧道,117 ms,217 Mbps,27852 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,183 ms,81 Mbps,10444 kB/s
152.70.54.89,443,2606:f240:f00:5a42:0:7314:2338:5e0,US,Frankfurt,隧道,120 ms,241 Mbps,30924 kB/s
193.123.186.132,443,163.123.193.8,DE,Frankfurt,隧道,136 ms,231 Mbps,29593 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::4:278,US,San Jose,隧道,74 ms,183 Mbps,23449 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,228 ms,2 Mbps,270 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,106 ms,44 Mbps,5652 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::299:f,KR,Seoul,隧道,197 ms,27 Mbps,3574 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,198 ms,77 Mbps,9886 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,218 ms,32 Mbps,4201 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,112 ms,43 Mbps,5533 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,108 Mbps,13824 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,199 ms,58 Mbps,7493 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,97 ms,226 Mbps,28979 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,220 ms,33 Mbps,4250 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,215 ms,93 Mbps,11980 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,238 ms,0 Mbps,67 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,196 ms,36 Mbps,4670 kB/s
8.219.244.63,443,8.222.210.246,SG,Singapore,隧道,290 ms,47 Mbps,6024 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,60 Mbps,7714 kB/s
8.219.4.128,443,8.219.96.61,SG,Singapore,隧道,263 ms,47 Mbps,6034 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,243 ms,66 Mbps,8547 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,242 ms,24 Mbps,3085 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,238 ms,37 Mbps,4753 kB/s
