中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,17 ms,81 Mbps,10444 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,36 ms,316 Mbps,40448 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,31 ms,968 Mbps,123904 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1720 Mbps,220160 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,25 ms,50 Mbps,6451 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,664 Mbps,85094 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,24 ms,960 Mbps,122880 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,11 ms,683 Mbps,87449 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,7 ms,301 Mbps,38604 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,118 ms,195 Mbps,24985 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,41 ms,353 Mbps,45260 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,26 ms,904 Mbps,115712 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,436 Mbps,55808 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,14 ms,896 Mbps,114688 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,273 Mbps,35020 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,4 ms,66 Mbps,8564 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,444 Mbps,56832 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,78 ms,45 Mbps,5886 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,21 ms,888 Mbps,113664 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,72 ms,45 Mbps,5863 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,72 ms,32 Mbps,4101 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,199 ms,3 Mbps,420 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,80 ms,33 Mbps,4242 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,156 ms,108 Mbps,13926 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,77 ms,47 Mbps,6111 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,146 ms,135 Mbps,17305 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,142 ms,37 Mbps,4797 kB/s
130.61.23.77,443,130.61.23.77,DE,116 Mbps,14848 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,167 ms,42 Mbps,5419 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,168 ms,108 Mbps,13824 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,97 ms,43 Mbps,5539 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,170 ms,134 Mbps,17203 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,40 Mbps,5215 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,157 ms,40 Mbps,5196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,179 ms,120 Mbps,15462 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,143 ms,102 Mbps,13107 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,174 ms,70 Mbps,9087 kB/s
149.129.8.215,443,47.254.26.25,,San Jose,隧道,0 ms,2 Mbps,335 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,42 Mbps,5466 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,180 ms,128 Mbps,16384 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,191 ms,88 Mbps,11264 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,110 ms,0 Mbps,101 kB/s
141.144.197.160,443,98.98.166.186,US,Frankfurt,隧道,175 ms,99 Mbps,12697 kB/s
8.212.48.236,443,47.76.21.97,HK,Hong Kong,隧道,169 ms,3 Mbps,495 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:27,KR,Seoul,隧道,180 ms,36 Mbps,4691 kB/s
132.226.134.15,443,2a0b:21c0:1007:1ca:0:7640:9340:485c,DE,Frankfurt,隧道,180 ms,96 Mbps,12288 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,160 ms,137 Mbps,17612 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,173 ms,37 Mbps,4756 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,186 ms,107 Mbps,13721 kB/s
152.70.56.137,443,2a0b:21c0:1007:c7:0:936e:87c9:1dc8,DE,Frankfurt,隧道,184 ms,102 Mbps,13107 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,146 ms,120 Mbps,15360 kB/s
168.138.149.17,443,168.138.149.17,BR,S
