中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,600 Mbps,76800 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,951 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,12 ms,53 Mbps,6803 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,397 Mbps,50892 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,298 Mbps,38195 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,337 Mbps,43212 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,72 ms,408 Mbps,52326 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,49 Mbps,6367 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,379 Mbps,48537 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,70 ms,388 Mbps,49766 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,71 ms,172 Mbps,22118 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,247 Mbps,31641 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,297 Mbps,38092 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,220 Mbps,28160 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,46 Mbps,5895 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,42 Mbps,5485 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,128 Mbps,16384 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,165 ms,38 Mbps,4878 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,162 ms,36 Mbps,4712 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,54 Mbps,6996 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,30 Mbps,3915 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,225 ms,11 Mbps,1454 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,41 Mbps,5285 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,247 ms,38 Mbps,4991 kB/s
