中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,880 Mbps,112640 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,448 Mbps,57344 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,48 ms,356 Mbps,45670 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,280 Mbps,35840 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,154 Mbps,19763 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,49 ms,446 Mbps,57139 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,560 Mbps,71782 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,27 ms,757 Mbps,96972 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,53 ms,55 Mbps,7130 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,356 Mbps,45670 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,542 Mbps,69427 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,48 ms,534 Mbps,68403 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,68 ms,419 Mbps,53657 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,187 Mbps,23961 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,127 ms,205 Mbps,26316 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,157 Mbps,20172 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,136 ms,3 Mbps,474 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,187 ms,37 Mbps,4839 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,122 ms,46 Mbps,5912 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,162 Mbps,20787 kB/s
141.147.60.82,443,2a0b:21c0:1007:c7:0:6671:1aad:518,DE,Frankfurt,隧道,127 ms,169 Mbps,21708 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,137 ms,148 Mbps,19046 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,124 ms,29 Mbps,3801 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,29 Mbps,3819 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,171 ms,110 Mbps,14131 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,204 ms,40 Mbps,5131 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,47 Mbps,6109 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,198 ms,2 Mbps,344 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,200 ms,40 Mbps,5247 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,194 ms,0 Mbps,53 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,178 ms,37 Mbps,4754 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,518 Mbps,66355 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,209 ms,0 Mbps,39 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,348 ms,0 Mbps,7 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,48 Mbps,6169 kB/s
