中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,757 Mbps,96972 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,395 Mbps,50585 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,37 ms,5 Mbps,678 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,52 ms,529 Mbps,67788 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,380 Mbps,48640 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,48 ms,542 Mbps,69427 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,59 ms,490 Mbps,62771 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,56 ms,494 Mbps,63283 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,54 ms,497 Mbps,63692 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,312 Mbps,40038 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,44 Mbps,5740 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,104 ms,47 Mbps,6087 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,496 Mbps,63590 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,197 Mbps,25292 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,239 Mbps,30617 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,197 Mbps,25292 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,154 Mbps,19763 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,38 Mbps,4986 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,156 ms,39 Mbps,5022 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,36 Mbps,4615 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,42 Mbps,5485 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,207 ms,11 Mbps,1459 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,217 ms,8 Mbps,1061 kB/s
