中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,57 ms,348 Mbps,44544 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,736 Mbps,94208 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,39 ms,460 Mbps,58982 kB/s
141.144.204.88,443,98.98.166.170,US,Frankfurt,隧道,123 ms,186 Mbps,23859 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,50 ms,492 Mbps,63078 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,2 Mbps,299 kB/s
150.230.44.13,443,150.230.44.13,US,Dallas,中转,51 ms,411 Mbps,52633 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,384 Mbps,49254 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,109 ms,43 Mbps,5570 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,21 ms,66 Mbps,8550 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,36 Mbps,4731 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,780 Mbps,99942 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,52 ms,475 Mbps,60825 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,22 ms,39 Mbps,5048 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:101,US,Los Angeles,隧道,78 ms,74 Mbps,9526 kB/s
129.146.46.164,443,129.146.46.164,,Denver,中转,0 ms,264 Mbps,33894 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,199 Mbps,25497 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,375 Mbps,48025 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,95 ms,257 Mbps,32972 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,54 ms,500 Mbps,64102 kB/s
192.18.134.231,443,192.18.134.231,US,Seattle,中转,63 ms,376 Mbps,48128 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,182 Mbps,23347 kB/s
192.9.146.103,443,192.9.146.103,US,Dallas,中转,50 ms,412 Mbps,52838 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,56 ms,48 Mbps,6252 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,172 Mbps,22016 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,116 ms,41 Mbps,5342 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,153 ms,147 Mbps,18841 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,119 ms,43 Mbps,5600 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,117 ms,39 Mbps,5025 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,119 ms,163 Mbps,20889 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,194 Mbps,24883 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,131 ms,260 Mbps,33280 kB/s
130.61.23.77,443,130.61.23.77,54 Mbps,7015 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,111 ms,27 Mbps,3554 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,123 ms,101 Mbps,13004 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,118 ms,48 Mbps,6228 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,51 Mbps,6532 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,48 Mbps,6154 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,199 ms,155 Mbps,19865 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,113 ms,44 Mbps,5708 kB/s
168.138.149.17,443,168.138.149.17,BR,S
