中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,78 ms,392 Mbps,50278 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,76 ms,378 Mbps,48435 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,580 Mbps,74240 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,96 ms,143 Mbps,18329 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,100 ms,43 Mbps,5593 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,83 ms,304 Mbps,38912 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,77 Mbps,9932 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,22 ms,601 Mbps,77004 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,87 ms,265 Mbps,33996 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,41 ms,39 Mbps,5072 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,354 Mbps,45363 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,95 ms,255 Mbps,32665 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,510 Mbps,65331 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,36 Mbps,4617 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,30 Mbps,3889 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,84 ms,290 Mbps,37171 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,255 Mbps,32665 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,5 ms,117 Mbps,15052 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,83 ms,284 Mbps,36454 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,209 Mbps,26828 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,23 ms,36 Mbps,4613 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,197 Mbps,25292 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,95 ms,288 Mbps,36864 kB/s
141.148.230.93,443,98.98.166.178,US,Frankfurt,隧道,135 ms,258 Mbps,33075 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,27 ms,61 Mbps,7890 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,99 ms,240 Mbps,30822 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,107 ms,243 Mbps,31129 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,98 ms,260 Mbps,33382 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,87 ms,48 Mbps,6188 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,203 ms,74 Mbps,9539 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,230 Mbps,29491 kB/s
152.70.61.187,443,2a0b:21c0:1007:1c7:0:3ab:7a32:8833,DE,Frankfurt,隧道,120 ms,125 Mbps,16076 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,106 ms,46 Mbps,5888 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,52 ms,4 Mbps,562 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,125 ms,246 Mbps,31539 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,24 Mbps,3176 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,67 ms,324 Mbps,41574 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,206 ms,0 Mbps,69 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,244 ms,5 Mbps,656 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,106 ms,25 Mbps,3269 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::22:134,KR,Seoul,隧道,195 ms,37 Mbps,4823 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,149 ms,16 Mbps,2165 kB/s
168.138.149.17,443,168.138.149.17,BR,S
