中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,39 ms,597 Mbps,76492 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,9 ms,848 Mbps,108544 kB/s
129.146.16.219,443,129.146.16.219,US,San Jose,中转,20 ms,60 Mbps,7747 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,12 ms,675 Mbps,86425 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,14 ms,49 Mbps,6362 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Seattle,中转,0 ms,268 Mbps,34406 kB/s
152.70.155.147,443,152.70.155.147,US,San Jose,中转,38 ms,265 Mbps,33996 kB/s
192.18.134.231,443,192.18.134.231,US,Seattle,中转,6 ms,352 Mbps,45158 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,23 ms,747 Mbps,95641 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,22 ms,45 Mbps,5802 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,2 ms,584 Mbps,74854 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,9 ms,872 Mbps,111616 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Miami,隧道,29 ms,51 Mbps,6542 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,224 Mbps,28672 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,31 ms,992 Mbps,126976 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,68 ms,349 Mbps,44748 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,74 ms,49 Mbps,6275 kB/s
35.202.158.120,443,35.202.158.120,US,Dallas,中转,59 ms,378 Mbps,48435 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,75 ms,420 Mbps,53760 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,114 Mbps,14643 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,79 ms,40 Mbps,5177 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,154 ms,133 Mbps,17100 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,143 ms,117 Mbps,15052 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,112 Mbps,14336 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,161 ms,38 Mbps,4975 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,70 ms,4 Mbps,631 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,184 ms,4 Mbps,559 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:110,KR,Seoul,隧道,142 ms,37 Mbps,4815 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,137 ms,131 Mbps,16793 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,113 ms,48 Mbps,6159 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,105 Mbps,13516 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,152 ms,145 Mbps,18636 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,173 ms,3 Mbps,386 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,49 Mbps,6300 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,44 Mbps,5680 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,165 ms,21 Mbps,2745 kB/s
132.226.134.15,443,2a0b:21c0:1007:ca:0:74d:a848:5f51,DE,Frankfurt,隧道,157 ms,89 Mbps,11468 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,173 ms,45 Mbps,5798 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,169 ms,5 Mbps,758 kB/s
158.101.221.74,443,98.98.166.182,US,Frankfurt,隧道,176 ms,124 Mbps,15872 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,153 ms,43 Mbps,5535 kB/s
150.230.22.152,443,209.177.81.218,DE,Frankfurt,隧道,190 ms,118 Mbps,15155 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,150 ms,120 Mbps,15360 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,190 ms,29 Mbps,3795 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,173 ms,44 Mbps,5687 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,159 ms,44 Mbps,5678 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,187 ms,58 Mbps,7440 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,185 ms,38 Mbps,4875 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,178 ms,156 Mbps,19968 kB/s
168.138.149.17,443,168.138.149.17,BR,S
