中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
138.3.254.39,443,138.3.254.39,DE,189 Mbps,24268 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,6 ms,636 Mbps,81510 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,148 ms,45 Mbps,5853 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,129 Mbps,16588 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,207 Mbps,26521 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,70 ms,63 Mbps,8182 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,67 ms,272 Mbps,34918 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,244 Mbps,31334 kB/s
143.47.242.142,443,2606:f240:f00:eaf1:0:7371:3452:3d5c,US,Frankfurt,隧道,97 ms,102 Mbps,13107 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,85 ms,45 Mbps,5762 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,563 Mbps,72089 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,24 ms,673 Mbps,86220 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,59 ms,454 Mbps,58163 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,263 Mbps,33689 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,90 ms,260 Mbps,33280 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,72 ms,272 Mbps,34816 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,155 ms,25 Mbps,3289 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,200 Mbps,25702 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,67 ms,341 Mbps,43724 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,226 Mbps,28979 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,44 ms,63 Mbps,8177 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,76 ms,26 Mbps,3377 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,305 Mbps,39116 kB/s
138.2.152.75,443,2a0b:21c0:1007:1cb:0:296:6b4d:f242,DE,Frankfurt,隧道,97 ms,198 Mbps,25395 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,118 ms,157 Mbps,20172 kB/s
141.147.39.101,443,2a0b:21c0:1007:c7:0:7159:b55f:825,DE,Frankfurt,隧道,109 ms,180 Mbps,23142 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,77 ms,296 Mbps,37888 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,315 Mbps,40345 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,21 ms,97 Mbps,12492 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,195 Mbps,24985 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,213 Mbps,27340 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,57 ms,46 Mbps,5989 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,94 ms,48 Mbps,6150 kB/s
193.123.61.249,443,2a0b:21c0:1007:1c9:0:f498:2adf:4bf2,DE,Frankfurt,隧道,93 ms,208 Mbps,26624 kB/s
