中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,625 Mbps,80076 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,290 Mbps,37171 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,69 ms,387 Mbps,49561 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,83 ms,370 Mbps,47411 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Diego,中转,0 ms,293 Mbps,37580 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,8 ms,71 Mbps,9183 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,339 Mbps,43417 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,762 Mbps,97587 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,577 Mbps,73932 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,87 ms,410 Mbps,52531 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,56 Mbps,7235 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,45 Mbps,5876 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,245 Mbps,31436 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,284 Mbps,36352 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,97 ms,230 Mbps,29491 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,102 ms,134 Mbps,17203 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,46 Mbps,5930 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,247 Mbps,31641 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,340 Mbps,43520 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,71 ms,228 Mbps,29184 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,44 Mbps,5665 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,98 ms,304 Mbps,38912 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,96 ms,42 Mbps,5482 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,90 ms,44 Mbps,5679 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,39 Mbps,5061 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,100 ms,46 Mbps,5948 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,78 ms,357 Mbps,45772 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,226 Mbps,28979 kB/s
168.138.149.17,443,168.138.149.17,BR,S
