中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,249 Mbps,31948 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,308 Mbps,39526 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,578 Mbps,74035 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,360 Mbps,46182 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,52 ms,34 Mbps,4442 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,232 Mbps,29798 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,25 ms,630 Mbps,80691 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,77 ms,48 Mbps,6206 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,5 ms,667 Mbps,85401 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,85 ms,242 Mbps,31027 kB/s
144.22.252.124,443,144.22.252.124,BR,S
