中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,49 ms,525 Mbps,67276 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,43 ms,42 Mbps,5419 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,25 ms,1008 Mbps,129024 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,536 Mbps,68710 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,412 Mbps,52736 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,420 Mbps,53862 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,79 ms,267 Mbps,34201 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,74 ms,439 Mbps,56217 kB/s
141.144.207.131,443,2a0b:21c0:100a:1b7:0:726e:ff71:af9d,DE,Frankfurt,隧道,130 ms,185 Mbps,23756 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,30 ms,21 Mbps,2710 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,15 ms,60 Mbps,7694 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,58 ms,522 Mbps,66867 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,201 Mbps,25804 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,116 ms,205 Mbps,26316 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,79 ms,420 Mbps,53760 kB/s
130.61.23.77,443,130.61.23.77,DE,149 Mbps,19148 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,58 ms,525 Mbps,67276 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,48 ms,1 Mbps,188 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,37 ms,23 Mbps,2977 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,144 Mbps,18432 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,87 ms,277 Mbps,35532 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,61 ms,312 Mbps,40038 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,113 ms,174 Mbps,22323 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,37 ms,116 Mbps,14848 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,112 ms,43 Mbps,5564 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,193 ms,90 Mbps,11571 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,173 Mbps,22220 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,155 ms,34 Mbps,4396 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,207 ms,108 Mbps,13926 kB/s
144.22.252.124,443,144.22.252.124,BR,S
