中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,50 ms,501 Mbps,64204 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,54 ms,528 Mbps,67584 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,264 Mbps,33894 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,1024 Mbps,131072 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,31 ms,369 Mbps,47308 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,50 ms,456 Mbps,58368 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,474 Mbps,60723 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,73 ms,493 Mbps,63180 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,491 Mbps,62873 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,118 ms,409 Mbps,52428 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,131 Mbps,16793 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,392 Mbps,50176 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,125 ms,144 Mbps,18534 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,186 Mbps,23859 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,27 ms,70 Mbps,9086 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,27 ms,57 Mbps,7302 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,124 ms,200 Mbps,25600 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,32 ms,34 Mbps,4383 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,224 Mbps,28774 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,167 ms,98 Mbps,12595 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,181 Mbps,23244 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,171 Mbps,21913 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,86 ms,571 Mbps,73113 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,79 ms,484 Mbps,62054 kB/s
141.148.235.141,443,2a0b:21c0:1007:1ca:0:58a3:53cc:6586,DE,Frankfurt,隧道,119 ms,200 Mbps,25600 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,190 ms,116 Mbps,14950 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,37 Mbps,4814 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,37 ms,81 Mbps,10444 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,119 ms,182 Mbps,23347 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,43 ms,60 Mbps,7762 kB/s
144.21.41.89,443,2a0b:21c0:1007:1ca:0:64b3:b16d:280,DE,Frankfurt,隧道,152 ms,166 Mbps,21299 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,61 ms,1 Mbps,163 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,145 ms,25 Mbps,3275 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,115 ms,172 Mbps,22118 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,113 ms,42 Mbps,5401 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,205 ms,33 Mbps,4279 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,120 ms,27 Mbps,3513 kB/s
130.162.164.138,443,2606:f240:f00:dd8d:0:e972:b486:53a4,US,Frankfurt,隧道,118 ms,204 Mbps,26112 kB/s
168.138.149.17,443,168.138.149.17,BR,S
