中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,477 Mbps,61132 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,16 ms,952 Mbps,121856 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,48 ms,529 Mbps,67788 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,18 ms,1176 Mbps,150528 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,48 ms,352 Mbps,45056 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,54 ms,495 Mbps,63385 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,57 Mbps,7317 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,342 Mbps,43827 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,359 Mbps,45977 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,487 Mbps,62361 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,440 Mbps,56422 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,254 Mbps,32563 kB/s
152.70.52.84,443,2a0b:21c0:100a:1f9:0:d515:a04:b8c,DE,Frankfurt,隧道,111 ms,207 Mbps,26521 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,196 Mbps,25190 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,245 Mbps,31436 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,192 Mbps,24678 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,42 Mbps,5420 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,117 ms,46 Mbps,5910 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,204 Mbps,26112 kB/s
158.101.221.74,443,209.177.81.218,DE,Frankfurt,隧道,124 ms,200 Mbps,25600 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,47 Mbps,6049 kB/s
143.47.252.169,443,2a0b:21c0:1007:c9:0:e74d:eac3:a282,DE,Frankfurt,隧道,110 ms,99 Mbps,12697 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,136 Mbps,17408 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,156 ms,2 Mbps,348 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,162 ms,36 Mbps,4677 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,4 Mbps,533 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,185 ms,80 Mbps,10342 kB/s
146.56.146.67,443,2602:ffe4:407:21d9:0:beb0:479f:6780,SG,Singapore,隧道,274 ms,47 Mbps,6116 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,220 ms,19 Mbps,2497 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,416 ms,21 Mbps,2758 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,212 ms,3 Mbps,457 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,22 Mbps,2876 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,311 ms,0 Mbps,33 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,197 ms,0 Mbps,4 kB/s
