中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,20 ms,391 Mbps,50073 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,23 ms,1008 Mbps,129024 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,4 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1464 Mbps,187392 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,2 ms,33 Mbps,4328 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,28 ms,1008 Mbps,129024 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,37 ms,54 Mbps,6995 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,76 ms,46 Mbps,5965 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,459 Mbps,58777 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,628 Mbps,80384 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,326 Mbps,41779 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,15 ms,751 Mbps,96153 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,7 ms,1048 Mbps,134144 kB/s
132.145.67.50,443,2606:f240:f00:2be4:0:3469:91:c2e1,US,Frankfurt,隧道,153 ms,115 Mbps,14745 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,68 ms,474 Mbps,60723 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,160 ms,117 Mbps,15052 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,31 ms,62 Mbps,7996 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,132 ms,259 Mbps,33177 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,35 ms,293 Mbps,37580 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,88 ms,48 Mbps,6164 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,157 ms,46 Mbps,5969 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,193 ms,127 Mbps,16281 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,209 ms,3 Mbps,440 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,142 ms,145 Mbps,18636 kB/s
130.61.23.77,443,130.61.23.77,DE,123 Mbps,15769 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,128 Mbps,16486 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,168 ms,40 Mbps,5163 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,76 ms,29 Mbps,3755 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,177 ms,56 Mbps,7242 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,196 ms,104 Mbps,13414 kB/s
146.56.129.186,443,146.56.129.186,KR,Seoul,中转,147 ms,127 Mbps,16281 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,158 ms,160 Mbps,20480 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,112 ms,175 Mbps,22425 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,175 ms,153 Mbps,19660 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,163 ms,37 Mbps,4806 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,154 ms,43 Mbps,5558 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,182 ms,92 Mbps,11776 kB/s
132.226.134.15,443,2a0b:21c0:100a:1b7:0:f103:e1ad:6172,DE,Frankfurt,隧道,176 ms,70 Mbps,8972 kB/s
