中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.218.41,US,Seattle,隧道,73 ms,310 Mbps,39731 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,36 ms,316 Mbps,40550 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,216 Mbps,27750 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,194 Mbps,24883 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,15 ms,61 Mbps,7918 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,591 Mbps,75673 kB/s
35.230.79.26,443,35.212.218.41,US,Seattle,隧道,75 ms,212 Mbps,27136 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,250 Mbps,32051 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,424 Mbps,54374 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,295 Mbps,37785 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,241 Mbps,30924 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,178 Mbps,22835 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,21 Mbps,2710 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,74 ms,323 Mbps,41369 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,49 Mbps,6333 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,97 ms,26 Mbps,3338 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,272 Mbps,34918 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,90 ms,45 Mbps,5844 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,6 Mbps,815 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,87 ms,324 Mbps,41574 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,240 Mbps,30720 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,38 Mbps,4958 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,204 Mbps,26112 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,67 ms,316 Mbps,40550 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,71 ms,45 Mbps,5884 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,43 Mbps,5535 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,99 ms,50 Mbps,6456 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,106 ms,42 Mbps,5386 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,135 Mbps,17305 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,208 ms,135 Mbps,17305 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,86 ms,0 Mbps,64 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,164 ms,149 Mbps,19148 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,82 Mbps,10547 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,240 ms,2 Mbps,306 kB/s
130.162.144.191,443,2a09:bac1:3f00::22:129,KR,Seoul,隧道,210 ms,35 Mbps,4596 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,203 ms,80 Mbps,10240 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,222 ms,81 Mbps,10444 kB/s
47.236.112.218,443,47.236.1.53,SG,Singapore,隧道,248 ms,48 Mbps,6268 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,31 Mbps,4022 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,225 ms,1 Mbps,187 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,233 ms,10 Mbps,1312 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,233 ms,11 Mbps,1451 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,240 ms,39 Mbps,5109 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,234 ms,3 Mbps,464 kB/s
131.186.22.251,443,2602:ffe4:407:20da:0:51c5:f395:8c6f,SG,Singapore,隧道,270 ms,58 Mbps,7520 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,240 ms,1 Mbps,219 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,224 ms,0 Mbps,47 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,227 ms,0 Mbps,78 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,201 ms,18 Mbps,2335 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,248 ms,17 Mbps,2246 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,217 ms,1 Mbps,188 kB/s
