中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1632 Mbps,208896 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,23 ms,652 Mbps,83558 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,21 ms,463 Mbps,59289 kB/s
129.146.46.164,443,129.146.46.164,US,372 Mbps,47616 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,31 ms,729 Mbps,93388 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,31 ms,808 Mbps,103424 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,24 ms,792 Mbps,101478 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,6 Mbps,866 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,71 ms,287 Mbps,36761 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,37 Mbps,4777 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,111 ms,230 Mbps,29491 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,49 Mbps,6336 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,50 Mbps,6468 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,156 ms,6 Mbps,823 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,121 Mbps,15564 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,128 Mbps,16384 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,147 Mbps,18841 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,46 Mbps,5962 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,44 Mbps,5689 kB/s
8.222.156.205,443,8.219.69.217,SG,Singapore,隧道,175 ms,68 Mbps,8733 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,196 ms,50 Mbps,6516 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,140 ms,127 Mbps,16281 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,45 Mbps,5791 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,171 ms,13 Mbps,1763 kB/s
130.162.36.198,443,2606:f240:f00:b2ed:0:4385:b4a4:7472,US,Salt Lake City,隧道,167 ms,80 Mbps,10342 kB/s
