中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,21 ms,936 Mbps,119808 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,20 ms,621 Mbps,79564 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,17 ms,770 Mbps,98611 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,20 ms,470 Mbps,60211 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,18 ms,1224 Mbps,156672 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,42 ms,395 Mbps,50585 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,44 ms,627 Mbps,80281 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,472 Mbps,60518 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,44 ms,597 Mbps,76492 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,53 ms,6 Mbps,847 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,55 ms,412 Mbps,52736 kB/s
3.112.21.102,443,3.112.21.102,JP,Osaka,中转,109 ms,191 Mbps,24473 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,41 Mbps,5370 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,42 Mbps,5435 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,135 Mbps,17305 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,155 Mbps,19865 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,143 ms,37 Mbps,4766 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,108 ms,40 Mbps,5239 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,150 ms,152 Mbps,19456 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,164 ms,37 Mbps,4813 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,178 ms,15 Mbps,1953 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,194 ms,43 Mbps,5626 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,147 ms,41 Mbps,5303 kB/s
