中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,48 ms,476 Mbps,60928 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,7 Mbps,943 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,31 ms,629 Mbps,80588 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,40 ms,364 Mbps,46592 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,49 ms,406 Mbps,52019 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,50 ms,508 Mbps,65126 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,46 ms,702 Mbps,89907 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,40 ms,694 Mbps,88883 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,516 Mbps,66150 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,39 ms,532 Mbps,68096 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,50 ms,518 Mbps,66355 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,142 ms,45 Mbps,5832 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,112 ms,500 Mbps,64000 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,164 Mbps,20992 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,119 ms,166 Mbps,21299 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,44 Mbps,5676 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,144 Mbps,18432 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,141 ms,41 Mbps,5331 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,144 ms,24 Mbps,3100 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,38 Mbps,4876 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,179 ms,36 Mbps,4700 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,122 ms,45 Mbps,5802 kB/s
8.219.97.136,443,47.236.1.53,SG,Singapore,隧道,217 ms,77 Mbps,9932 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,1 Mbps,128 kB/s
