中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1856 Mbps,237568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,26 ms,968 Mbps,123904 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,25 ms,936 Mbps,119808 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,6 ms,439 Mbps,56217 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,385 Mbps,49356 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,29 ms,472 Mbps,60416 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,109 ms,45 Mbps,5801 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,7 Mbps,929 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,44 Mbps,5679 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,197 Mbps,25292 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,131 ms,43 Mbps,5628 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,121 Mbps,15564 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,42 Mbps,5485 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,174 ms,42 Mbps,5487 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,169 ms,3 Mbps,462 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,108 Mbps,13926 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,171 ms,40 Mbps,5159 kB/s
