中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,15 ms,56 Mbps,7291 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,13 ms,423 Mbps,54169 kB/s
35.230.79.26,443,35.212.209.68,US,Seattle,隧道,48 ms,312 Mbps,40038 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,15 ms,960 Mbps,122880 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,67 Mbps,8577 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,16 ms,1072 Mbps,137216 kB/s
35.197.23.75,443,35.212.209.68,US,Seattle,隧道,53 ms,324 Mbps,41472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,262 Mbps,33587 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,353 Mbps,45260 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,450 Mbps,57651 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,53 ms,434 Mbps,55603 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,57 ms,222 Mbps,28467 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,200 Mbps,25702 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,240 Mbps,30720 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,202 Mbps,25907 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,49 Mbps,6292 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,108 ms,11 Mbps,1488 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,186 Mbps,23859 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,115 ms,244 Mbps,31232 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,156 Mbps,19968 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,114 ms,43 Mbps,5509 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,126 ms,42 Mbps,5404 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,117 ms,43 Mbps,5607 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,159 ms,6 Mbps,852 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,145 ms,3 Mbps,423 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:94,KR,Seoul,隧道,189 ms,36 Mbps,4622 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,39 Mbps,5052 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,177 ms,88 Mbps,11366 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,38 Mbps,4989 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,128 ms,37 Mbps,4793 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,70 Mbps,8991 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,213 ms,2 Mbps,290 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,187 ms,100 Mbps,12800 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,202 ms,39 Mbps,5047 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,33 Mbps,4313 kB/s
129.154.221.170,443,2602:ffe4:407:20da:0:6d2b:5aec:de73,SG,Hong Kong,隧道,235 ms,62 Mbps,8046 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,171 ms,4 Mbps,595 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,213 ms,4 Mbps,542 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,724 ms,29 Mbps,3726 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,211 ms,30 Mbps,3858 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,266 ms,0 Mbps,15 kB/s
