中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,750 Mbps,96051 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,595 Mbps,76185 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,67 ms,371 Mbps,47513 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,502 Mbps,64307 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,47 ms,409 Mbps,52428 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,27 ms,680 Mbps,87142 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,494 Mbps,63283 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,54 ms,496 Mbps,63488 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,308 Mbps,39424 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,321 Mbps,41164 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,50 ms,496 Mbps,63488 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,56 ms,401 Mbps,51404 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,159 Mbps,20377 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,148 ms,42 Mbps,5385 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,164 Mbps,20992 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,11 Mbps,1413 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,153 Mbps,19660 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,180 Mbps,23040 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,139 ms,40 Mbps,5151 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,175 Mbps,22425 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,141 ms,46 Mbps,5984 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,191 ms,24 Mbps,3109 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,132 ms,3 Mbps,497 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,137 ms,50 Mbps,6432 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,31 Mbps,4000 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,123 ms,49 Mbps,6329 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,158 ms,103 Mbps,13209 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,6 Mbps,823 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,200 ms,36 Mbps,4612 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,211 ms,2 Mbps,348 kB/s
8.219.63.239,443,8.219.69.217,SG,Singapore,隧道,275 ms,18 Mbps,2380 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,196 ms,0 Mbps,36 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,313 ms,0 Mbps,15 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,184 ms,0 Mbps,39 kB/s
