中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,584 Mbps,74854 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,401 Mbps,51404 kB/s
35.230.79.26,443,35.212.134.83,US,Seattle,隧道,80 ms,352 Mbps,45158 kB/s
35.197.23.75,443,35.212.134.83,US,Seattle,隧道,83 ms,237 Mbps,30412 kB/s
130.61.23.77,443,130.61.23.77,DE,25 Mbps,3219 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Jose,中转,0 ms,263 Mbps,33689 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,11 ms,539 Mbps,69017 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,48 Mbps,6229 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,77 ms,329 Mbps,42188 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,78 ms,351 Mbps,44953 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,217 Mbps,27852 kB/s
158.178.153.169,443,209.177.81.218,DE,Frankfurt,隧道,89 ms,239 Mbps,30617 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,121 ms,231 Mbps,29593 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,107 ms,238 Mbps,30515 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,100 Mbps,12902 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,98 ms,252 Mbps,32256 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,207 Mbps,26521 kB/s
143.47.253.139,443,2a0b:21c0:1007:cb:0:8f09:fe25:7a5d,DE,Frankfurt,隧道,98 ms,197 Mbps,25292 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,320 Mbps,40960 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,41 Mbps,5261 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,95 ms,385 Mbps,49356 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,91 ms,353 Mbps,45260 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,102 ms,18 Mbps,2371 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,7 ms,70 Mbps,9027 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,255 Mbps,32665 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,106 ms,91 Mbps,11673 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,10 ms,34 Mbps,4374 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,280 Mbps,35840 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,48 Mbps,6173 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,47 Mbps,6055 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,103 ms,333 Mbps,42700 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,144 Mbps,18534 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,226 ms,120 Mbps,15462 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,47 Mbps,6049 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,73 ms,191 Mbps,24473 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,141 ms,43 Mbps,5573 kB/s
152.70.63.131,443,98.98.156.34,DE,Frankfurt,隧道,118 ms,230 Mbps,29491 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,111 ms,44 Mbps,5749 kB/s
130.162.231.167,443,2a0b:21c0:100a:1b0:0:27a1:85ae:26f,DE,Frankfurt,隧道,98 ms,116 Mbps,14950 kB/s
158.101.218.195,443,2a0b:21c0:100a:1b3:0:271c:9712:d1df,DE,Frankfurt,隧道,94 ms,118 Mbps,15155 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,44 Mbps,5754 kB/s
168.138.149.17,443,168.138.149.17,BR,S
