中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,296 Mbps,37990 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,687 Mbps,87961 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,104 ms,268 Mbps,34304 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,266 Mbps,34099 kB/s
18.216.55.100,443,18.216.55.100,US,Toronto,中转,20 ms,740 Mbps,94720 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,32 ms,1264 Mbps,161792 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,61 ms,370 Mbps,47411 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,57 ms,51 Mbps,6628 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,73 ms,294 Mbps,37683 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,80 ms,1 Mbps,238 kB/s
138.2.148.6,443,2a0b:21c0:100a:1fa:0:dd7c:67e0:683a,DE,Frankfurt,隧道,89 ms,138 Mbps,17715 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,43 Mbps,5558 kB/s
130.61.23.77,443,130.61.23.77,225 Mbps,28876 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,280 Mbps,35942 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,237 Mbps,30412 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,213 Mbps,27340 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,145 ms,314 Mbps,40243 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,288 Mbps,36864 kB/s
3.144.191.4,443,3.144.191.4,US,Toronto,中转,37 ms,553 Mbps,70860 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,244 Mbps,31334 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,66 ms,343 Mbps,43929 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,239 Mbps,30617 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,168 ms,145 Mbps,18636 kB/s
152.67.158.195,443,2606:f240:f00:eaf1:0:6e85:2138:8da4,US,Frankfurt,隧道,91 ms,224 Mbps,28774 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,58 ms,72 Mbps,9321 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,89 Mbps,11468 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,80 ms,240 Mbps,30720 kB/s
158.101.210.168,443,2a0b:21c0:100a:1f9:0:2a2b:8a07:5978,DE,Frankfurt,隧道,98 ms,226 Mbps,28979 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,163 ms,258 Mbps,33075 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,125 ms,44 Mbps,5637 kB/s
157.254.252.198,443,157.254.252.198,JP,Tokyo,中转,158 ms,92 Mbps,11878 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,136 ms,1 Mbps,200 kB/s
130.162.220.50,443,2a0b:21c0:1007:1cb:0:e00c:61c9:c8ec,DE,Frankfurt,隧道,93 ms,207 Mbps,26521 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,89 ms,44 Mbps,5754 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,191 ms,76 Mbps,9758 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,304 Mbps,39014 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,80 ms,236 Mbps,30208 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,54 ms,344 Mbps,44032 kB/s
130.162.219.22,443,2a0b:21c0:1007:1c9:0:5098:fda:97e,DE,Frankfurt,隧道,93 ms,247 Mbps,31641 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,201 ms,30 Mbps,3918 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,86 ms,23 Mbps,2962 kB/s
168.138.212.87,443,168.138.212.87,JP,Tokyo,中转,224 ms,55 Mbps,7098 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,96 Mbps,12390 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,160 ms,101 Mbps,13004 kB/s
129.159.252.71,443,2606:f240:f00:a683:0:e6fc:820f:179e,US,Frankfurt,隧道,91 ms,232 Mbps,29798 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,119 ms,158 Mbps,20275 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,241 ms,21 Mbps,2731 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,264 Mbps,33894 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,109 Mbps,14028 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,89 ms,46 Mbps,5973 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,57 ms,5 Mbps,691 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,166 ms,42 Mbps,5399 kB/s
129.150.51.134,443,129.150.51.134,SG,Singapore,中转,224 ms,66 Mbps,8543 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,152 ms,49 Mbps,6360 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,223 ms,2 Mbps,265 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,61 ms,40 Mbps,5175 kB/s
168.138.215.251,443,168.138.215.251,JP,Tokyo,中转,216 ms,31 Mbps,4022 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,183 ms,76 Mbps,9790 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,205 ms,31 Mbps,4084 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,223 ms,47 Mbps,6116 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,122 ms,240 Mbps,30822 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,183 ms,25 Mbps,3300 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,178 ms,77 Mbps,9930 kB/s
138.2.105.213,443,138.2.105.213,SG,Singapore,中转,224 ms,64 Mbps,8255 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,179 ms,35 Mbps,4519 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,154 ms,31 Mbps,4053 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,215 ms,1 Mbps,159 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,295 ms,47 Mbps,6133 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,211 ms,71 Mbps,9146 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,207 ms,63 Mbps,8173 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,218 ms,34 Mbps,4455 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,204 ms,70 Mbps,9065 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,187 ms,80 Mbps,10240 kB/s
140.83.61.244,443,140.83.61.244,JP,Los Angeles,中转,267 ms,27 Mbps,3526 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,227 ms,27 Mbps,3557 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,191 ms,77 Mbps,9927 kB/s
140.238.18.74,443,140.238.18.74,KR,Seoul,中转,187 ms,34 Mbps,4383 kB/s
152.70.97.78,443,152.70.97.78,JP,Tokyo,中转,406 ms,62 Mbps,8042 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,238 ms,0 Mbps,3 kB/s
141.147.161.58,443,141.147.161.58,JP,Tokyo,中转,208 ms,62 Mbps,7985 kB/s
146.56.174.148,443,2602:ffe4:407:20d9:0:d61e:6f55:9eb1,SG,Singapore,隧道,251 ms,46 Mbps,6005 kB/s
140.83.36.122,443,140.83.36.122,JP,Tokyo,中转,220 ms,59 Mbps,7619 kB/s
168.138.165.174,443,168.138.165.174,SG,,中转,221 ms,40 Mbps,5191 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,81 ms,40 Mbps,5140 kB/s
192.9.158.188,443,2a09:bac5:6443:1246::1d2:39,US,San Jose,隧道,189 ms,198 Mbps,25395 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,144 ms,7 Mbps,940 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,219 ms,36 Mbps,4725 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,271 ms,69 Mbps,8949 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,314 Mbps,40243 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,24 ms,34 Mbps,4420 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,61 ms,352 Mbps,45056 kB/s
140.83.81.109,443,140.83.81.109,JP,Osaka,中转,210 ms,19 Mbps,2435 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,58 ms,9 Mbps,1168 kB/s
141.147.94.181,443,2a0b:21c0:100a:1b4:0:386c:7379:a95,DE,Frankfurt,隧道,91 ms,115 Mbps,14745 kB/s
158.101.202.225,443,2a0b:21c0:1007:1ca:0:23fe:8732:5299,DE,Frankfurt,隧道,136 ms,202 Mbps,25907 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,212 ms,274 Mbps,35123 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,206 ms,5 Mbps,749 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,81 ms,180 Mbps,23040 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,43 Mbps,5569 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,83 ms,263 Mbps,33689 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,179 ms,82 Mbps,10547 kB/s
150.230.37.254,443,150.230.37.254,US,San Jose,中转,69 ms,223 Mbps,28569 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,68 ms,43 Mbps,5558 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,94 ms,91 Mbps,11673 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,194 ms,78 Mbps,9998 kB/s
158.101.142.100,443,2a09:bac5:4428:dc::16:22a,JP,Tokyo,隧道,217 ms,65 Mbps,8323 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,214 ms,57 Mbps,7413 kB/s
146.56.41.215,443,146.56.41.215,KR,Seoul,中转,187 ms,72 Mbps,9279 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,218 ms,64 Mbps,8241 kB/s
132.145.80.224,443,132.145.80.224,KR,Seoul,中转,276 ms,18 Mbps,2362 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,287 ms,12 Mbps,1578 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,179 ms,35 Mbps,4495 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,179 ms,89 Mbps,11468 kB/s
8.220.213.202,443,8.220.213.202,KR,Seoul,中转,232 ms,0 Mbps,26 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,193 ms,18 Mbps,2383 kB/s
130.162.144.191,443,2a09:bac1:3f20:90::299:2a,KR,Seoul,隧道,198 ms,37 Mbps,4847 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,182 ms,42 Mbps,5475 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,183 ms,92 Mbps,11776 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,187 ms,80 Mbps,10240 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,206 ms,73 Mbps,9415 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,260 ms,87 Mbps,11161 kB/s
152.69.222.9,443,152.69.222.9,SG,Singapore,中转,231 ms,23 Mbps,2973 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,191 ms,64 Mbps,8316 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,224 ms,64 Mbps,8267 kB/s
8.219.80.184,443,8.219.80.184,SG,Singapore,中转,237 ms,52 Mbps,6783 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,165 ms,0 Mbps,7 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,234 ms,1 Mbps,146 kB/s
