中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,552 Mbps,70758 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,266 Mbps,34099 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,75 ms,309 Mbps,39628 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,71 ms,43 Mbps,5549 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,73 ms,316 Mbps,40448 kB/s
138.3.254.39,443,138.3.254.39,DE,220 Mbps,28160 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,48 Mbps,6192 kB/s
132.145.252.158,443,2a0b:21c0:1007:c7:0:b4d8:33b0:3cb6,DE,Frankfurt,隧道,93 ms,212 Mbps,27238 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,363 Mbps,46489 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,95 ms,118 Mbps,15155 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,641 Mbps,82124 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,226 Mbps,28979 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,212 Mbps,27238 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,217 Mbps,27852 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,100 ms,226 Mbps,28979 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,200 Mbps,25600 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,614 Mbps,78643 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,252 Mbps,32358 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,76 ms,40 Mbps,5121 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,70 ms,344 Mbps,44032 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,74 ms,337 Mbps,43212 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,66 ms,349 Mbps,44748 kB/s
130.162.53.148,443,2606:f240:f00:dd8d:0:846c:1245:6086,US,Frankfurt,隧道,108 ms,137 Mbps,17612 kB/s
144.21.53.157,443,2603:c020:c005:8f7e:e75d:1445:1607:a7f3,GB,London,隧道,84 ms,192 Mbps,24678 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,274 Mbps,35123 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,63 ms,8 Mbps,1062 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,68 ms,82 Mbps,10547 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,73 ms,296 Mbps,37888 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,89 ms,321 Mbps,41164 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,268 Mbps,34406 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,232 Mbps,29798 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,129 ms,309 Mbps,39628 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,105 ms,47 Mbps,6059 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,201 ms,84 Mbps,10854 kB/s
152.70.50.4,443,2a0b:21c0:1007:c9:0:60d6:d801:785d,DE,Frankfurt,隧道,108 ms,220 Mbps,28160 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,73 ms,114 Mbps,14643 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,77 ms,276 Mbps,35430 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,74 ms,32 Mbps,4133 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,51 Mbps,6570 kB/s
138.2.166.143,443,2a0b:21c0:1007:1ca:0:b14:8067:c419,DE,Frankfurt,隧道,100 ms,227 Mbps,29081 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,109 ms,6 Mbps,854 kB/s
144.22.252.124,443,144.22.252.124,BR,S
