中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
141.145.217.226,443,141.145.217.226,FR,Paris,中转,87 ms,50 Mbps,6422 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,74 ms,373 Mbps,47820 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,236 Mbps,30208 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,79 ms,49 Mbps,6305 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,21 ms,499 Mbps,63897 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,675 Mbps,86425 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,41 Mbps,5373 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,296 Mbps,37888 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,10 ms,73 Mbps,9404 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,51 ms,136 Mbps,17408 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,110 ms,50 Mbps,6418 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,112 ms,355 Mbps,45465 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,468 Mbps,59904 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,484 Mbps,62054 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,41 ms,14 Mbps,1840 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,130 ms,44 Mbps,5667 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:78,US,Los Angeles,隧道,67 ms,48 Mbps,6230 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,82 ms,297 Mbps,38092 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,123 ms,192 Mbps,24678 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,126 Mbps,16179 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,576 Mbps,73728 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,110 ms,229 Mbps,29388 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,9 ms,62 Mbps,8003 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,117 ms,213 Mbps,27340 kB/s
158.101.209.49,443,2a0b:21c0:100a:1b2:0:b91a:75c:6976,DE,Frankfurt,隧道,114 ms,208 Mbps,26624 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,248 Mbps,31846 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,285 Mbps,36556 kB/s
140.238.82.132,443,2a0b:21c0:100a:1b5:0:88b2:c5ed:e2ff,DE,Frankfurt,隧道,150 ms,187 Mbps,23961 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,244 Mbps,31232 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,136 ms,293 Mbps,37580 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,131 ms,204 Mbps,26112 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,74 ms,5 Mbps,715 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,92 ms,124 Mbps,15974 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,119 ms,261 Mbps,33484 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,77 ms,464 Mbps,59392 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,37 ms,85 Mbps,10956 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,77 ms,357 Mbps,45772 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,67 ms,396 Mbps,50688 kB/s
144.22.252.124,443,144.22.252.124,BR,S
