中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,700 Mbps,89702 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,1 ms,713 Mbps,91340 kB/s
35.197.23.75,443,35.212.217.120,US,Seattle,隧道,22 ms,936 Mbps,119808 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,596 Mbps,76390 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,23 ms,1000 Mbps,128000 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,371 Mbps,47513 kB/s
35.230.79.26,443,35.212.217.120,US,Seattle,隧道,25 ms,912 Mbps,116736 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,372 Mbps,47616 kB/s
129.159.84.71,443,129.159.84.71,US,Miami,中转,72 ms,6 Mbps,861 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,193 Mbps,24780 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,122 ms,42 Mbps,5378 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,114 ms,41 Mbps,5300 kB/s
150.230.63.93,443,150.230.63.93,48 Mbps,6240 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,51 Mbps,6562 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,131 ms,50 Mbps,6427 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,151 Mbps,19353 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,130 Mbps,16691 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,170 ms,16 Mbps,2078 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,166 ms,43 Mbps,5538 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,48 Mbps,6171 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,120 Mbps,15462 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,134 ms,39 Mbps,5010 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,161 ms,44 Mbps,5690 kB/s
