中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,540 Mbps,69222 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,320 Mbps,40960 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,48 ms,314 Mbps,40243 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,904 Mbps,115712 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,48 ms,393 Mbps,50380 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,98 ms,207 Mbps,26521 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,545 Mbps,69836 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,32 ms,584 Mbps,74854 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,65 Mbps,8399 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,443 Mbps,56729 kB/s
184.169.181.217,443,184.169.181.217,US,Portland,中转,77 ms,419 Mbps,53657 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,20 ms,62 Mbps,7962 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,321 Mbps,41164 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,373 Mbps,47820 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,57 ms,45 Mbps,5793 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,54 ms,487 Mbps,62361 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,49 Mbps,6322 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,192 Mbps,24678 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,130 ms,64 Mbps,8276 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,131 ms,44 Mbps,5731 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,90 ms,144 Mbps,18432 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,223 Mbps,28569 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,180 Mbps,23142 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,187 Mbps,23961 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,113 ms,240 Mbps,30720 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,42 Mbps,5403 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,44 Mbps,5750 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,45 Mbps,5770 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,111 ms,37 Mbps,4750 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,147 Mbps,18841 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,189 ms,105 Mbps,13516 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,13 Mbps,1673 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,195 ms,100 Mbps,12902 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,197 ms,78 Mbps,10035 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,38 Mbps,4912 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,217 ms,73 Mbps,9419 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,217 ms,2 Mbps,298 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,35 Mbps,4486 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,222 ms,65 Mbps,8345 kB/s
141.148.203.6,443,141.148.203.6,IN,Chennai,中转,213 ms,66 Mbps,8564 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,26 Mbps,3378 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,240 ms,19 Mbps,2508 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:13b,KR,Seoul,隧道,226 ms,35 Mbps,4493 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,193 ms,73 Mbps,9349 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,250 ms,31 Mbps,4057 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,230 ms,58 Mbps,7438 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,235 ms,30 Mbps,3963 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,219 ms,2 Mbps,320 kB/s
