中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,81 ms,331 Mbps,42393 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,72 ms,337 Mbps,43212 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,99 ms,45 Mbps,5784 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,86 ms,355 Mbps,45465 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,630 Mbps,80691 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,86 ms,260 Mbps,33382 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,100 ms,44 Mbps,5706 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,31 ms,641 Mbps,82124 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,74 ms,52 Mbps,6667 kB/s
193.123.33.235,443,163.123.193.5,DE,Frankfurt,隧道,92 ms,252 Mbps,32358 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,411 Mbps,52633 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,36 ms,565 Mbps,72396 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,229 Mbps,29388 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,270 Mbps,34611 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,140 Mbps,18022 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,12 ms,7 Mbps,909 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,63 ms,1 Mbps,144 kB/s
141.147.34.224,443,23.236.112.222,DE,Frankfurt,隧道,120 ms,127 Mbps,16281 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,176 ms,296 Mbps,37888 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,76 ms,42 Mbps,5413 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,274 Mbps,35123 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,242 Mbps,31027 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,48 Mbps,6266 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,75 ms,42 Mbps,5416 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,222 Mbps,28467 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,74 ms,117 Mbps,15052 kB/s
130.162.61.88,443,98.98.166.194,US,Frankfurt,隧道,94 ms,245 Mbps,31436 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:11,US,Los Angeles,隧道,70 ms,42 Mbps,5411 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,223 ms,35 Mbps,4560 kB/s
144.22.252.124,443,144.22.252.124,BR,S
