中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,334 Mbps,42803 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,77 Mbps,9932 kB/s
129.146.7.98,443,2a09:bac5:60ec:1846::26b:a0,US,Los Angeles,隧道,67 ms,66 Mbps,8541 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,12 ms,570 Mbps,73011 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,1 Mbps,209 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,71 ms,48 Mbps,6214 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,86 ms,278 Mbps,35635 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,304 Mbps,38912 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,144 Mbps,18432 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,329 Mbps,42188 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,529 Mbps,67788 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,75 ms,332 Mbps,42598 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,94 ms,26 Mbps,3420 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,224 Mbps,28774 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,214 Mbps,27443 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,224 Mbps,28774 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,36 Mbps,4660 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,103 ms,42 Mbps,5457 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,232 Mbps,29798 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,72 ms,287 Mbps,36761 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,90 ms,272 Mbps,34918 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,111 ms,336 Mbps,43110 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,50 Mbps,6478 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,235 Mbps,30105 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,236 Mbps,30310 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,24 Mbps,3143 kB/s
132.226.134.15,443,2a0b:21c0:100a:1b4:0:465:514c:738,DE,Frankfurt,隧道,113 ms,210 Mbps,26931 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,127 ms,50 Mbps,6467 kB/s
193.123.61.156,443,2606:f240:f00:2be4:0:c475:d09f:c563,US,Frankfurt,隧道,107 ms,226 Mbps,28979 kB/s
143.47.190.37,443,2a0b:21c0:100a:1b7:0:3b58:2020:d9d2,DE,Frankfurt,隧道,92 ms,234 Mbps,30003 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,101 ms,296 Mbps,37888 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,97 ms,41 Mbps,5325 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,48 Mbps,6168 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,124 Mbps,15974 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,43 Mbps,5629 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,170 ms,158 Mbps,20275 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,104 Mbps,13312 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,195 ms,67 Mbps,8677 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,30 Mbps,3880 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,233 ms,96 Mbps,12390 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,239 ms,2 Mbps,263 kB/s
150.230.63.93,443,150.230.63.93,,colo.txt:Osaka,中转,0 ms,35 Mbps,4576 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,35 Mbps,4531 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,221 ms,37 Mbps,4822 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,221 ms,28 Mbps,3709 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,203 ms,78 Mbps,10035 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,212 ms,81 Mbps,10444 kB/s
