中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.236.144,443,192.9.236.144,US,San Jose,中转,23 ms,435 Mbps,55705 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,37 ms,624 Mbps,79974 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,39 ms,668 Mbps,85606 kB/s
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,41 ms,628 Mbps,80486 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,51 ms,360 Mbps,46080 kB/s
129.159.84.71,443,129.159.84.71,US,Newark,中转,46 ms,6 Mbps,884 kB/s
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,39 ms,632 Mbps,80896 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,789 Mbps,101068 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,36 ms,443 Mbps,56729 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,195 Mbps,24985 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,126 ms,44 Mbps,5712 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,131 ms,43 Mbps,5624 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,131 ms,39 Mbps,5076 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,164 ms,40 Mbps,5157 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,198 ms,20 Mbps,2673 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,141 ms,40 Mbps,5193 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,156 ms,88 Mbps,11264 kB/s
