中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,3 ms,1416 Mbps,181248 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,695 Mbps,88985 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1320 Mbps,168960 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,12 ms,39 Mbps,5046 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,208 Mbps,26624 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,74 ms,351 Mbps,44953 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,95 ms,364 Mbps,46592 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,74 ms,361 Mbps,46284 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,388 Mbps,49766 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5879 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,270 Mbps,34611 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,344 Mbps,44032 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,249 Mbps,31948 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,224 Mbps,28672 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,25 Mbps,3296 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,270 Mbps,34611 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,212 Mbps,27238 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,46 Mbps,5995 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,24 Mbps,3183 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,177 ms,37 Mbps,4775 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,112 Mbps,14438 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,38 Mbps,4882 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,198 ms,27 Mbps,3567 kB/s
152.70.242.38,443,132.226.226.133,KR,Seoul,隧道,203 ms,72 Mbps,9321 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,41 Mbps,5337 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,202 ms,76 Mbps,9753 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,247 ms,32 Mbps,4207 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,243 ms,2 Mbps,283 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,268 ms,22 Mbps,2823 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,237 ms,0 Mbps,11 kB/s
