中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,751 Mbps,96153 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,102 Mbps,13107 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,15 ms,769 Mbps,98508 kB/s
35.230.79.26,443,35.212.133.201,US,Seattle,隧道,52 ms,520 Mbps,66662 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,18 ms,1128 Mbps,144384 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,15 ms,944 Mbps,120832 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,43 Mbps,5607 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,46 Mbps,5948 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,1 Mbps,207 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,114 ms,272 Mbps,34918 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,444 Mbps,56934 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,0 Mbps,68 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,358 Mbps,45875 kB/s
35.197.23.75,443,35.212.133.201,US,Seattle,隧道,48 ms,544 Mbps,69632 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,250 Mbps,32051 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,48 ms,485 Mbps,62156 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,54 ms,53 Mbps,6890 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,173 ms,100 Mbps,12902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,190 Mbps,24371 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,217 ms,14 Mbps,1843 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,218 ms,2 Mbps,343 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,208 Mbps,26726 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,47 Mbps,6113 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,109 ms,44 Mbps,5696 kB/s
193.123.61.156,443,2a0b:21c0:1007:cb:0:7e66:1dbd:6656,DE,Frankfurt,隧道,109 ms,184 Mbps,23654 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,140 Mbps,18022 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,182 Mbps,23347 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,117 ms,44 Mbps,5650 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,45 Mbps,5806 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,147 ms,180 Mbps,23142 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,156 ms,48 Mbps,6188 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,151 ms,43 Mbps,5620 kB/s
130.162.144.191,443,2a09:bac5:4730:155::22:13a,KR,Seoul,隧道,217 ms,37 Mbps,4851 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,142 ms,46 Mbps,6010 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,12 Mbps,1578 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,210 ms,42 Mbps,5376 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,239 ms,34 Mbps,4394 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,208 ms,76 Mbps,9805 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,209 ms,3 Mbps,402 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,154 ms,40 Mbps,5184 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,181 ms,30 Mbps,3878 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,230 ms,29 Mbps,3830 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,342 ms,0 Mbps,14 kB/s
