中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,10 ms,824 Mbps,105472 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1080 Mbps,138240 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,28 ms,7 Mbps,959 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,63 ms,484 Mbps,61952 kB/s
129.146.46.164,443,129.146.46.164,US,320 Mbps,40960 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,52 ms,41 Mbps,5360 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,522 Mbps,66867 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,107 ms,26 Mbps,3424 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,461 Mbps,59084 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,428 Mbps,54886 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,55 ms,46 Mbps,5906 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,65 ms,519 Mbps,66457 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,59 ms,540 Mbps,69222 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,368 Mbps,47104 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,73 Mbps,9411 kB/s
192.9.138.241,443,192.9.138.241,US,400 Mbps,51200 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,182 Mbps,23347 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,188 Mbps,24166 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,140 Mbps,18022 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,135 ms,20 Mbps,2601 kB/s
138.3.254.39,443,138.3.254.39,DE,158 Mbps,20275 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,117 ms,192 Mbps,24576 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,114 ms,168 Mbps,21606 kB/s
141.147.84.57,443,98.98.166.170,US,Frankfurt,隧道,128 ms,131 Mbps,16793 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,118 ms,44 Mbps,5650 kB/s
