中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,76 Mbps,9773 kB/s
35.230.79.26,443,35.212.240.155,US,Seattle,隧道,49 ms,235 Mbps,30105 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,420 Mbps,53760 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,432 Mbps,55296 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,7 Mbps,949 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,3 Mbps,494 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,49 ms,551 Mbps,70553 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,59 ms,483 Mbps,61849 kB/s
35.197.23.75,443,35.212.240.155,US,Seattle,隧道,52 ms,485 Mbps,62156 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,48 Mbps,6246 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,204 Mbps,26112 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,99 ms,49 Mbps,6335 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,236 Mbps,30208 kB/s
152.70.52.84,443,163.123.193.23,DE,Frankfurt,隧道,106 ms,205 Mbps,26316 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,192 Mbps,24576 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,168 Mbps,21606 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,146 ms,42 Mbps,5476 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,44 Mbps,5708 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,42 Mbps,5444 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,36 Mbps,4635 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,32 Mbps,4158 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,43 Mbps,5571 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,214 ms,27 Mbps,3521 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,201 ms,16 Mbps,2125 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,44 Mbps,5650 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,198 ms,80 Mbps,10342 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,212 ms,0 Mbps,74 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1112 ms,216 Mbps,27648 kB/s
