中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1208 Mbps,154624 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,496 Mbps,63590 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1224 Mbps,156672 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,62 Mbps,7956 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,283 Mbps,36249 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,71 ms,327 Mbps,41881 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,67 ms,341 Mbps,43724 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,75 ms,295 Mbps,37785 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,385 Mbps,49356 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,240 Mbps,30822 kB/s
141.144.198.61,443,2a0b:21c0:1007:1c7:0:40f0:3cfd:fc01,DE,Frankfurt,隧道,93 ms,111 Mbps,14233 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,199 Mbps,25497 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,361 Mbps,46284 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,81 ms,324 Mbps,41574 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,352 Mbps,45158 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,296 Mbps,37990 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,75 ms,404 Mbps,51712 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,101 ms,249 Mbps,31948 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,233 Mbps,29900 kB/s
143.47.235.241,443,98.98.166.202,DE,Frankfurt,隧道,106 ms,258 Mbps,33075 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,48 Mbps,6209 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,94 ms,46 Mbps,5904 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,43 Mbps,5590 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,112 Mbps,14336 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,175 ms,1 Mbps,251 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,37 Mbps,4780 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,180 ms,124 Mbps,15872 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,178 ms,43 Mbps,5546 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,210 ms,76 Mbps,9774 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,227 ms,31 Mbps,4047 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,233 ms,29 Mbps,3777 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,32 Mbps,4114 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,232 ms,3 Mbps,438 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,223 ms,0 Mbps,41 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,257 ms,0 Mbps,37 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,229 ms,0 Mbps,1 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,69 ms,226 Mbps,28979 kB/s
