中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,62 ms,46 Mbps,5940 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,8 ms,124 Mbps,15974 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,73 ms,268 Mbps,34304 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,80 ms,335 Mbps,42905 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,56 Mbps,7229 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,27 ms,544 Mbps,69632 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,256 Mbps,32768 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,61 ms,579 Mbps,74137 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,63 ms,322 Mbps,41267 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,124 ms,391 Mbps,50073 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,18 ms,30 Mbps,3857 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,15 ms,710 Mbps,90931 kB/s
129.146.46.164,443,129.146.46.164,301 Mbps,38604 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,78 ms,245 Mbps,31436 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,89 ms,376 Mbps,48128 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,96 ms,42 Mbps,5399 kB/s
141.144.199.182,443,2a0b:21c0:1007:1c7:0:e4ec:4f0:8a67,DE,Frankfurt,隧道,93 ms,247 Mbps,31641 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,100 ms,300 Mbps,38502 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,265 Mbps,33996 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,87 ms,49 Mbps,6350 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,240 Mbps,30822 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,50 Mbps,6492 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,83 ms,44 Mbps,5708 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,93 ms,26 Mbps,3377 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,113 ms,112 Mbps,14336 kB/s
