中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.130.65,443,192.18.130.65,US,San Jose,中转,52 ms,460 Mbps,58880 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,457 Mbps,58572 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,30 ms,83 Mbps,10649 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1128 Mbps,144384 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,49 ms,483 Mbps,61849 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,63 ms,457 Mbps,58572 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,20 ms,64 Mbps,8219 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,31 ms,4 Mbps,605 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,298 Mbps,38195 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,59 ms,528 Mbps,67686 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,220 Mbps,28262 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,27 ms,65 Mbps,8418 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,430 Mbps,55091 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,17 ms,13 Mbps,1744 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,56 ms,543 Mbps,69529 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,180 Mbps,23142 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,158 Mbps,20275 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,60 ms,485 Mbps,62156 kB/s
144.22.252.124,443,144.22.252.124,BR,S
