中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,10 ms,43 Mbps,5627 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1544 Mbps,197632 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,670 Mbps,85811 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,407 Mbps,52121 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,464 Mbps,59392 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,71 ms,396 Mbps,50790 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,32 Mbps,4220 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,68 ms,400 Mbps,51200 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,286 Mbps,36659 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,236 Mbps,30208 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,246 Mbps,31539 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,48 Mbps,6228 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,46 Mbps,6008 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,92 ms,44 Mbps,5757 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,236 Mbps,30208 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,68 ms,371 Mbps,47513 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,111 ms,231 Mbps,29593 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,71 ms,340 Mbps,43520 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,218 Mbps,27955 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,87 ms,321 Mbps,41164 kB/s
84.235.162.73,443,2a0b:21c0:100a:1f9:0:b7e1:1c59:84bf,DE,Frankfurt,隧道,118 ms,201 Mbps,25804 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,171 ms,2 Mbps,358 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,172 ms,120 Mbps,15360 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,183 ms,110 Mbps,14131 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,45 Mbps,5835 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,204 ms,10 Mbps,1396 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,39 Mbps,5001 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,41 Mbps,5324 kB/s
193.122.125.14,443,132.226.226.133,KR,Seoul,隧道,207 ms,69 Mbps,8933 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,217 ms,29 Mbps,3816 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,211 ms,80 Mbps,10240 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,249 ms,2 Mbps,291 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,215 ms,34 Mbps,4400 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,35 Mbps,4551 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,236 ms,59 Mbps,7590 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,225 ms,0 Mbps,3 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,215 ms,0 Mbps,53 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,0 ms,0 Mbps,8 kB/s
