中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,23 ms,1256 Mbps,160768 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,44 ms,555 Mbps,71065 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,38 ms,339 Mbps,43417 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,38 ms,599 Mbps,76697 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,10 ms,644 Mbps,82432 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,37 ms,579 Mbps,74137 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,62 ms,412 Mbps,52838 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,30 ms,769 Mbps,98508 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,46 ms,541 Mbps,69324 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,55 ms,352 Mbps,45056 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,27 ms,68 Mbps,8755 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,71 ms,448 Mbps,57344 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,68 ms,51 Mbps,6569 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,55 ms,420 Mbps,53862 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,165 Mbps,21196 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,28 ms,599 Mbps,76697 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,130 Mbps,16691 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,142 ms,124 Mbps,15872 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,84 ms,48 Mbps,6260 kB/s
130.61.23.77,443,130.61.23.77,DE,133 Mbps,17100 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,142 ms,136 Mbps,17510 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,67 ms,48 Mbps,6203 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,131 ms,187 Mbps,23961 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,73 ms,51 Mbps,6655 kB/s
143.47.186.205,443,2a0b:21c0:100a:1b3:0:150:14dc:3434,DE,Frankfurt,隧道,143 ms,126 Mbps,16179 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,161 ms,46 Mbps,5947 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,15 ms,1232 Mbps,157696 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,54 ms,41 Mbps,5271 kB/s
130.162.144.191,443,2a09:bac5:4754:155::22:118,KR,Seoul,隧道,149 ms,38 Mbps,4990 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,144 ms,149 Mbps,19148 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,164 ms,171 Mbps,21913 kB/s
138.2.144.1,443,2606:f240:f00:46c4:0:7292:7b3a:4b14,US,Frankfurt,隧道,152 ms,136 Mbps,17408 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,142 ms,48 Mbps,6188 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,152 ms,48 Mbps,6190 kB/s
158.178.154.78,443,2a0b:21c0:1007:ca:0:f28a:edf4:45df,DE,Frankfurt,隧道,154 ms,144 Mbps,18432 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,48 ms,848 Mbps,108544 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,152 ms,37 Mbps,4746 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,173 ms,139 Mbps,17817 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,190 ms,19 Mbps,2461 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,92 ms,2 Mbps,283 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,156 ms,44 Mbps,5725 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,77 ms,48 Mbps,6235 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,189 ms,2 Mbps,378 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,169 ms,111 Mbps,14233 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,157 ms,41 Mbps,5257 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,156 ms,126 Mbps,16179 kB/s
144.21.41.228,443,2a0b:21c0:100a:1b4:0:7d4e:8f74:a5c5,DE,Frankfurt,隧道,146 ms,139 Mbps,17817 kB/s
8.219.80.236,443,8.222.240.96,SG,Singapore,隧道,198 ms,16 Mbps,2170 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,155 ms,40 Mbps,5120 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,170 ms,126 Mbps,16179 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,175 ms,47 Mbps,6073 kB/s
149.129.8.215,443,47.88.55.210,4 Mbps,572 kB/s
