中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
140.238.212.95,443,140.238.212.95,CH,Milan,中转,105 ms,41 Mbps,5351 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,50 ms,312 Mbps,40038 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,4 ms,49 Mbps,6279 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,25 ms,696 Mbps,89190 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,636 Mbps,81510 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,406 Mbps,52019 kB/s
129.146.46.164,443,129.146.46.164,328 Mbps,42086 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,74 ms,433 Mbps,55500 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,236 Mbps,30310 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,15 ms,411 Mbps,52633 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,123 ms,48 Mbps,6171 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,84 ms,280 Mbps,35942 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,74 ms,453 Mbps,58060 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,103 ms,1 Mbps,160 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,78 ms,346 Mbps,44339 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,94 ms,400 Mbps,51200 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,120 Mbps,15462 kB/s
141.147.106.160,443,163.123.193.8,DE,Frankfurt,隧道,96 ms,219 Mbps,28057 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,44 Mbps,5676 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,122 ms,197 Mbps,25292 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,299 Mbps,38297 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,80 Mbps,10342 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,63 ms,45 Mbps,5802 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,69 ms,380 Mbps,48742 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,42 ms,84 Mbps,10854 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,296 Mbps,37990 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,84 ms,226 Mbps,28979 kB/s
